person_as_time,img,term,category,score
2019-01-20,Person19_5,cloudSign|eyeball|pumpkinNotes|redWhistle|trophy|blueSunglasses|hairClip,label|label|label|label|label|label|label,cloudSign:0.46176999999999996;eyeball:0.26777;pumpkinNotes:0.29721;redWhistle:0.6583399999999999;trophy:0.25764000000000004;blueSunglasses:0.25989;hairClip:0.60544
2019-01-20,Person19_6,cloudSign|pinkCandle|redWhistle|sign,label|label|label|label,cloudSign:0.30036999999999997;pinkCandle:0.30298;redWhistle:0.31935;sign:0.26793
2019-01-20,Person19_7,birdCall|canadaPencil|cloudSign|cupcakePaper|paperPlate|pinkCandle|pumpkinNotes|sign|blueSunglasses|stickerBox,label|label|label|label|label|label|label|label|label|label,birdCall:0.3775;canadaPencil:0.25164000000000003;cloudSign:0.35404;cupcakePaper:0.3073;paperPlate:0.39782;pinkCandle:0.30016;pumpkinNotes:0.31079;sign:0.29914;blueSunglasses:0.46407;stickerBox:0.53108
2019-01-20,Person19_8,birdCall|canadaPencil|cloudSign|cupcakePaper|paperPlate|pumpkinNotes|sign|blueSunglasses|stickerBox,label|label|label|label|label|label|label|label|label,birdCall:0.27544;canadaPencil:0.26484;cloudSign:0.34857;cupcakePaper:0.31901999999999997;paperPlate:0.53799;pumpkinNotes:0.29245;sign:0.26655999999999996;blueSunglasses:0.44605;stickerBox:0.3272
2019-01-03,Person2_1,birdCall|eyeball|pumpkinNotes|redWhistle|yellowBalloon,label|label|label|label|label,birdCall:0.29581999999999997;eyeball:0.25087;pumpkinNotes:0.46793;redWhistle:0.50576;yellowBalloon:0.26463000000000003
2019-01-03,Person2_10,birdCall|cloudSign|eyeball|pinkCandle|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.35825;cloudSign:0.34301;eyeball:0.3669;pinkCandle:0.33873000000000003;hairClip:0.4574;lavenderDie:0.52262;yellowBag:0.37851
2019-01-03,Person2_11,birdCall|canadaPencil|cloudSign|metalKey|partyFavor|pinkCandle|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.31342;canadaPencil:0.3148;cloudSign:0.32516;metalKey:0.28149;partyFavor:0.28713;pinkCandle:0.31005;blueSunglasses:0.32747;lavenderDie:0.25426;yellowBag:0.45969
2019-01-03,Person2_12,cloudSign|eyeball|metalKey|pinkCandle|blueSunglasses,label|label|label|label|label,cloudSign:0.25115;eyeball:0.30669;metalKey:0.25025;pinkCandle:0.28398;blueSunglasses:0.33221
2019-01-03,Person2_13,canadaPencil|cloudSign|eyeball|pinkCandle|sign|lavenderDie,label|label|label|label|label|label,canadaPencil:0.3381;cloudSign:0.28815999999999997;eyeball:0.37056;pinkCandle:0.30589;sign:0.2991;lavenderDie:0.3083
2019-01-03,Person2_14,birdCall|cloudSign|eyeball|metalKey|sign|silverStraw|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.39196;cloudSign:0.38122;eyeball:0.29549000000000003;metalKey:0.5163;sign:0.73037;silverStraw:0.40248;blueSunglasses:0.5533100000000001;hairClip:0.67796;yellowBag:0.29822
2019-01-03,Person2_15,canadaPencil|sign,label|label,canadaPencil:0.25771;sign:0.34963
2019-01-03,Person2_2,cloudSign|eyeball|metalKey|pinkCandle|blueSunglasses|yellowBag,label|label|label|label|label|label,cloudSign:0.42798;eyeball:0.62058;metalKey:0.44601;pinkCandle:0.33132;blueSunglasses:0.26218;yellowBag:0.34509
2019-01-03,Person2_3,birdCall|eyeball|metalKey|pinkCandle|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label,birdCall:0.28786999999999996;eyeball:0.28531999999999996;metalKey:0.30188000000000004;pinkCandle:0.29134;blueSunglasses:0.48097;hairClip:0.81155;yellowBag:0.29046
2019-01-03,Person2_4,birdCall|cloudSign|cupcakePaper|noisemaker|pinkCandle|sign,label|label|label|label|label|label,birdCall:0.26671999999999996;cloudSign:0.3098;cupcakePaper:0.27123;noisemaker:0.63847;pinkCandle:0.2627;sign:0.38132
2019-01-03,Person2_5,birdCall|cloudSign|eyeball|metalKey|pinkCandle|trophy|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.38039;cloudSign:0.40003;eyeball:0.45715;metalKey:0.42888999999999994;pinkCandle:0.47303999999999996;trophy:0.32122;blueSunglasses:0.43105;hairClip:0.3549;yellowBag:0.38793
2019-01-03,Person2_6,birdCall|pumpkinNotes|silverStraw|trophy|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label,birdCall:0.43259;pumpkinNotes:0.40529;silverStraw:0.3734;trophy:0.28755;blueSunglasses:0.47513999999999995;hairClip:0.51071;yellowBag:0.40124
2019-01-03,Person2_7,birdCall|cloudSign|eyeball|metalKey|partyFavor|pinkCandle|pumpkinNotes|blueSunglasses,label|label|label|label|label|label|label|label,birdCall:0.44808000000000003;cloudSign:0.36795;eyeball:0.30921;metalKey:0.3173;partyFavor:0.40938;pinkCandle:0.25873;pumpkinNotes:0.3095;blueSunglasses:0.39145
2019-01-03,Person2_8,birdCall|cloudSign|metalKey|pinkCandle|sign|blueSunglasses|yellowBag,label|label|label|label|label|label|label,birdCall:0.39652;cloudSign:0.26371;metalKey:0.43177;pinkCandle:0.33862;sign:0.26700999999999997;blueSunglasses:0.26741;yellowBag:0.31081
2019-01-03,Person2_9,birdCall|cupcakePaper|redWhistle|blueSunglasses|lavenderDie,label|label|label|label|label,birdCall:0.5295;cupcakePaper:0.26386;redWhistle:0.31121;blueSunglasses:0.33641;lavenderDie:0.35717
2019-01-21,Person20_1,cupcakePaper|pinkCandle,label|label,cupcakePaper:0.34026999999999996;pinkCandle:0.25779
2019-01-21,Person20_10,canadaPencil|cloudSign|cupcakePaper|eyeball|pinkCandle|sign|vancouverCards,label|label|label|label|label|label|label,canadaPencil:0.29402;cloudSign:0.29504;cupcakePaper:0.30817;eyeball:0.26008000000000003;pinkCandle:0.33851;sign:0.4735;vancouverCards:0.28631
2019-01-21,Person20_11,,,
2019-01-21,Person20_12,birdCall|cupcakePaper|eyeball|metalKey|partyFavor|pinkCandle|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.28369;cupcakePaper:0.30955;eyeball:0.34252;metalKey:0.27593;partyFavor:0.34884;pinkCandle:0.26108000000000003;blueSunglasses:0.26297
2019-01-21,Person20_13,cupcakePaper|sign|yellowBag,label|label|label,cupcakePaper:0.25454;sign:0.45905;yellowBag:0.28036
2019-01-21,Person20_14,eyeball|lavenderDie,label|label,eyeball:0.4643;lavenderDie:0.28911
2019-01-21,Person20_15,cloudSign|pinkCandle|sign|silverStraw,label|label|label|label,cloudSign:0.32506;pinkCandle:0.29586999999999997;sign:0.59085;silverStraw:0.2731
2019-01-21,Person20_16,cloudSign|pinkCandle|sign|silverStraw,label|label|label|label,cloudSign:0.31573;pinkCandle:0.33483;sign:0.6389600000000001;silverStraw:0.29736
2019-01-21,Person20_17,cloudSign|eyeball|pinkCandle|sign,label|label|label|label,cloudSign:0.28393;eyeball:0.30587;pinkCandle:0.34115999999999996;sign:0.5408
2019-01-21,Person20_18,cloudSign|pinkCandle|sign,label|label|label,cloudSign:0.42281;pinkCandle:0.29361;sign:0.33781
2019-01-21,Person20_19,cloudSign|eyeball|sign,label|label|label,cloudSign:0.37611999999999995;eyeball:0.2795;sign:0.43861999999999995
2019-01-21,Person20_2,cupcakePaper|pinkCandle|sign|yellowBag,label|label|label|label,cupcakePaper:0.2853;pinkCandle:0.26734;sign:0.59973;yellowBag:0.25659
2019-01-21,Person20_20,birdCall|cloudSign|partyFavor|pinkCandle|pumpkinNotes|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.26087;cloudSign:0.33883;partyFavor:0.28617;pinkCandle:0.36733000000000005;pumpkinNotes:0.5027;blueSunglasses:0.30954;hairClip:0.35131;yellowBag:0.28236999999999995
2019-01-21,Person20_21,birdCall|cloudSign|metalKey|pinkCandle|sign,label|label|label|label|label,birdCall:0.27623000000000003;cloudSign:0.34664;metalKey:0.34349;pinkCandle:0.29318;sign:0.43709
2019-01-21,Person20_22,cloudSign|partyFavor|pumpkinNotes|redWhistle|sign|hairClip,label|label|label|label|label|label,cloudSign:0.49962;partyFavor:0.44261000000000006;pumpkinNotes:0.35725999999999997;redWhistle:0.37389;sign:0.58662;hairClip:0.44845
2019-01-21,Person20_23,birdCall|cloudSign|partyFavor|pumpkinNotes|redWhistle|sign|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.30625;cloudSign:0.37394;partyFavor:0.45477;pumpkinNotes:0.47986;redWhistle:0.45557;sign:0.6360399999999999;hairClip:0.37548000000000004;yellowBag:0.27182
2019-01-21,Person20_24,cloudSign|pinkCandle|sign,label|label|label,cloudSign:0.42433000000000004;pinkCandle:0.38411999999999996;sign:0.49285
2019-01-21,Person20_25,birdCall|canadaPencil|cloudSign|pinkCandle|sign,label|label|label|label|label,birdCall:0.32576;canadaPencil:0.27021999999999996;cloudSign:0.40092;pinkCandle:0.31401999999999997;sign:0.5108699999999999
2019-01-21,Person20_26,cloudSign|pinkCandle|sign|blueSunglasses|lavenderDie,label|label|label|label|label,cloudSign:0.36524;pinkCandle:0.39021;sign:0.39383;blueSunglasses:0.29496999999999995;lavenderDie:0.49051999999999996
2019-01-21,Person20_27,birdCall|cloudSign|pinkCandle|sign|blueSunglasses,label|label|label|label|label,birdCall:0.30937;cloudSign:0.34904;pinkCandle:0.46468000000000004;sign:0.6876800000000001;blueSunglasses:0.25899
2019-01-21,Person20_28,birdCall|cloudSign|partyFavor|pinkCandle|redWhistle|sign|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.3249;cloudSign:0.40862;partyFavor:0.25311;pinkCandle:0.38301;redWhistle:0.3768;sign:0.36265;blueSunglasses:0.36265
2019-01-21,Person20_29,birdCall|cloudSign|partyFavor|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label,birdCall:0.27934000000000003;cloudSign:0.47791999999999996;partyFavor:0.285;pinkCandle:0.31925;sign:0.32237;blueSunglasses:0.3405
2019-01-21,Person20_3,,,
2019-01-21,Person20_4,birdCall|pinkCandle|sign,label|label|label,birdCall:0.41013999999999995;pinkCandle:0.31856999999999996;sign:0.45598
2019-01-21,Person20_5,pinkCandle|sign,label|label,pinkCandle:0.38569000000000003;sign:0.44627
2019-01-21,Person20_6,pinkCandle|sign|silverStraw,label|label|label,pinkCandle:0.36622;sign:0.5159699999999999;silverStraw:0.25432
2019-01-21,Person20_7,cupcakePaper|pinkCandle|sign,label|label|label,cupcakePaper:0.27362;pinkCandle:0.57247;sign:0.6203
2019-01-21,Person20_8,cupcakePaper|partyFavor|sign|lavenderDie,label|label|label|label,cupcakePaper:0.28019;partyFavor:0.28026999999999996;sign:0.40486;lavenderDie:0.45306
2019-01-21,Person20_9,canadaPencil|cloudSign|cupcakePaper|pinkCandle|sign,label|label|label|label|label,canadaPencil:0.27835;cloudSign:0.287;cupcakePaper:0.28831;pinkCandle:0.46843999999999997;sign:0.4526
2019-01-22,Person21_1,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|redWhistle|sign|trophy|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label|label,birdCall:0.51354;cloudSign:0.42475;eyeball:0.6319;pinkCandle:0.52557;pumpkinNotes:0.31533;redWhistle:0.5643600000000001;sign:0.272;trophy:0.25835;blueSunglasses:0.44223;hairClip:0.46881999999999996;stickerBox:0.36566
2019-01-22,Person21_2,eyeball|pumpkinNotes|redWhistle|sign|hairClip|yellowBag,label|label|label|label|label|label,eyeball:0.38019000000000003;pumpkinNotes:0.3516;redWhistle:0.51166;sign:0.33799999999999997;hairClip:0.44902;yellowBag:0.31731
2019-01-22,Person21_3,birdCall|cloudSign|eyeball|pinkCandle|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label|label,birdCall:0.25609;cloudSign:0.40759;eyeball:0.29812;pinkCandle:0.25728;sign:0.27226999999999996;blueSunglasses:0.30086999999999997;lavenderDie:0.60946
2019-01-22,Person21_4,cloudSign|eyeball|pinkCandle|sign|hairClip|yellowBag,label|label|label|label|label|label,cloudSign:0.36061;eyeball:0.37728;pinkCandle:0.26875;sign:0.38869000000000004;hairClip:0.50198;yellowBag:0.25476
2019-01-23,Person22_1,sign|blueSunglasses|lavenderDie,label|label|label,sign:0.29418;blueSunglasses:0.35965;lavenderDie:0.30319
2019-01-23,Person22_2,cloudSign|eyeball|yellowBag,label|label|label,cloudSign:0.30243000000000003;eyeball:0.39193;yellowBag:0.26052
2019-01-23,Person22_3,birdCall|cloudSign|eyeball|pinkCandle|pumpkinNotes|redWhistle|sign|hairClip|lavenderDie,label|label|label|label|label|label|label|label|label,birdCall:0.30994;cloudSign:0.33374000000000004;eyeball:0.30039;pinkCandle:0.41003;pumpkinNotes:0.27198;redWhistle:0.50184;sign:0.3062;hairClip:0.27376;lavenderDie:0.43206999999999995
2019-01-23,Person22_4,birdCall|cloudSign|eyeball|metalKey,label|label|label|label,birdCall:0.44298999999999994;cloudSign:0.44142;eyeball:0.2513;metalKey:0.36273
2019-01-23,Person22_5,birdCall|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|redWhistle|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label,birdCall:0.4811;cloudSign:0.33546;eyeball:0.46657;metalKey:0.37716;pinkCandle:0.32882;pumpkinNotes:0.27255;redWhistle:0.35207;blueSunglasses:0.35623;hairClip:0.37455;stickerBox:0.5513600000000001
2019-01-23,Person22_6,birdCall|pumpkinNotes|blueSunglasses,label|label|label,birdCall:0.28633000000000003;pumpkinNotes:0.36175999999999997;blueSunglasses:0.28812
2019-01-23,Person22_7,birdCall|cloudSign|eyeball|pinkCandle|sign|lavenderDie,label|label|label|label|label|label,birdCall:0.39213000000000003;cloudSign:0.41173000000000004;eyeball:0.29741;pinkCandle:0.3366;sign:0.3933;lavenderDie:0.27196
2019-01-23,Person22_8,eyeball|hairClip,label|label,eyeball:0.29339;hairClip:0.4162
2019-01-24,Person23_1,canadaPencil|cloudSign|eyeball|noisemaker|pinkCandle|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label|label|label|label,canadaPencil:0.30106;cloudSign:0.26077;eyeball:0.34147;noisemaker:0.42836;pinkCandle:0.36409;blueSunglasses:0.37062;lavenderDie:0.25384;yellowBag:0.25159000000000004
2019-01-24,Person23_10,eyeball|blueSunglasses,label|label,eyeball:0.38554;blueSunglasses:0.39404
2019-01-24,Person23_11,birdCall|canadaPencil|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label|label|label,birdCall:0.30273;canadaPencil:0.26813000000000003;cloudSign:0.25895999999999997;eyeball:0.41551000000000005;metalKey:0.56339;pinkCandle:0.2937;pumpkinNotes:0.36593000000000003;sign:0.53768;blueSunglasses:0.43044;hairClip:0.46663999999999994;yellowBag:0.48673
2019-01-24,Person23_12,birdCall|eyeball|sign|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label|label,birdCall:0.27523000000000003;eyeball:0.42201000000000005;sign:0.32359;blueSunglasses:0.33347;lavenderDie:0.5221600000000001;yellowBag:0.5259199999999999
2019-01-24,Person23_13,birdCall|canadaPencil|eyeball|blueSunglasses|yellowBag,label|label|label|label|label,birdCall:0.49835;canadaPencil:0.26079;eyeball:0.55011;blueSunglasses:0.25038;yellowBag:0.39305
2019-01-24,Person23_14,eyeball|pinkCandle|lavenderDie|yellowBag,label|label|label|label,eyeball:0.48156000000000004;pinkCandle:0.4572;lavenderDie:0.36827;yellowBag:0.48063
2019-01-24,Person23_15,birdCall|cloudSign|cupcakePaper|eyeball|pinkCandle|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.29357;cloudSign:0.35666;cupcakePaper:0.26064;eyeball:0.70124;pinkCandle:0.28625;blueSunglasses:0.33831999999999995;hairClip:0.40193;yellowBag:0.45924
2019-01-24,Person23_16,birdCall|eyeball|hairClip|lavenderDie|yellowBag,label|label|label|label|label,birdCall:0.46686000000000005;eyeball:0.31494;hairClip:0.41248;lavenderDie:0.39254;yellowBag:0.5233399999999999
2019-01-24,Person23_17,birdCall|redWhistle,label|label,birdCall:0.55998;redWhistle:0.32696
2019-01-24,Person23_18,canadaPencil|cloudSign|eyeball|paperPlate|blueSunglasses,label|label|label|label|label,canadaPencil:0.26366;cloudSign:0.27776;eyeball:0.29645;paperPlate:0.50116;blueSunglasses:0.30067
2019-01-24,Person23_19,birdCall|cupcakePaper|eyeball|redWhistle|blueSunglasses|yellowBag,label|label|label|label|label|label,birdCall:0.42428;cupcakePaper:0.31801;eyeball:0.49315;redWhistle:0.43043000000000003;blueSunglasses:0.30655;yellowBag:0.47412
2019-01-24,Person23_2,birdCall|cloudSign|eyeball|metalKey|pinkCandle|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.34433;cloudSign:0.39547;eyeball:0.33643;metalKey:0.26985;pinkCandle:0.25985;blueSunglasses:0.45158000000000004;lavenderDie:0.27775;yellowBag:0.25609
2019-01-24,Person23_20,eyeball|metalKey|redWhistle|lavenderDie|yellowBag,label|label|label|label|label,eyeball:0.2676;metalKey:0.53984;redWhistle:0.34292;lavenderDie:0.39361999999999997;yellowBag:0.33266
2019-01-24,Person23_21,birdCall|canadaPencil|eyeball|pinkCandle|redWhistle|sign|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.42638000000000004;canadaPencil:0.31564000000000003;eyeball:0.25635;pinkCandle:0.35194000000000003;redWhistle:0.75837;sign:0.5484899999999999;hairClip:0.5685600000000001;yellowBag:0.33482
2019-01-24,Person23_22,birdCall|eyeball|pinkCandle|sign|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.49355;eyeball:0.36530999999999997;pinkCandle:0.29197;sign:0.3832;hairClip:0.25251;lavenderDie:0.35135;yellowBag:0.39377
2019-01-24,Person23_23,birdCall|canadaPencil|eyeball|pinkCandle|sign|yellowBag,label|label|label|label|label|label,birdCall:0.34536;canadaPencil:0.25137;eyeball:0.40962;pinkCandle:0.3495;sign:0.35946;yellowBag:0.35414
2019-01-24,Person23_24,birdCall|cloudSign|pinkCandle|pumpkinNotes|sign|blueSunglasses,label|label|label|label|label|label,birdCall:0.31682;cloudSign:0.38432;pinkCandle:0.32716999999999996;pumpkinNotes:0.43651;sign:0.32589;blueSunglasses:0.40543
2019-01-24,Person23_25,birdCall|cloudSign|metalKey|partyFavor|pinkCandle|sign|blueSunglasses,label|label|label|label|label|label|label,birdCall:0.2519;cloudSign:0.40313000000000004;metalKey:0.25842;partyFavor:0.31255;pinkCandle:0.29627;sign:0.4124;blueSunglasses:0.31645999999999996
2019-01-24,Person23_26,canadaPencil|metalKey|pinkCandle|sign|yellowBag,label|label|label|label|label,canadaPencil:0.25374;metalKey:0.29155;pinkCandle:0.45221000000000006;sign:0.45535;yellowBag:0.41038
2019-01-24,Person23_27,eyeball|lavenderDie|yellowBag,label|label|label,eyeball:0.41217;lavenderDie:0.51266;yellowBag:0.29289
2019-01-24,Person23_28,canadaPencil|cloudSign|eyeball|pinkCandle|sign|silverStraw|vancouverCards,label|label|label|label|label|label|label,canadaPencil:0.36411;cloudSign:0.26459;eyeball:0.42768999999999996;pinkCandle:0.32300999999999996;sign:0.42358999999999997;silverStraw:0.27309;vancouverCards:0.30806999999999995
2019-01-24,Person23_29,cloudSign|pinkCandle|pumpkinNotes|redWhistle|sign|yellowBag,label|label|label|label|label|label,cloudSign:0.32024;pinkCandle:0.325;pumpkinNotes:0.28820999999999997;redWhistle:0.88976;sign:0.4727;yellowBag:0.4877
2019-01-24,Person23_3,cloudSign|partyFavor|pinkCandle|sign|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,cloudSign:0.3182;partyFavor:0.34326;pinkCandle:0.37517;sign:0.57682;hairClip:0.42243;lavenderDie:0.54985;yellowBag:0.40473000000000003
2019-01-24,Person23_30,eyeball|sign|yellowBag,label|label|label,eyeball:0.28722;sign:0.33623000000000003;yellowBag:0.28752
2019-01-24,Person23_31,birdCall|cloudSign|eyeball|metalKey|pinkCandle|redWhistle|sign|blueSunglasses|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.26957;cloudSign:0.34308;eyeball:0.39765;metalKey:0.45783;pinkCandle:0.38806;redWhistle:0.84925;sign:0.33775;blueSunglasses:0.36394;yellowBag:0.37596999999999997
2019-01-24,Person23_32,cloudSign|metalKey|pinkCandle|sign|blueSunglasses,label|label|label|label|label,cloudSign:0.32295;metalKey:0.25556;pinkCandle:0.29138000000000003;sign:0.5634;blueSunglasses:0.34447
2019-01-24,Person23_33,cloudSign,label,cloudSign:0.43181
2019-01-24,Person23_34,canadaPencil|metalKey|sign,label|label|label,canadaPencil:0.48115;metalKey:0.44888999999999996;sign:0.3127
2019-01-24,Person23_35,cloudSign|eyeball|pinkCandle|sign|lavenderDie,label|label|label|label|label,cloudSign:0.31681;eyeball:0.28283;pinkCandle:0.2686;sign:0.57919;lavenderDie:0.28421
2019-01-24,Person23_36,cloudSign|pinkCandle|sign,label|label|label,cloudSign:0.27266;pinkCandle:0.2737;sign:0.27195
2019-01-24,Person23_37,pinkCandle|sign|hairClip,label|label|label,pinkCandle:0.30480999999999997;sign:0.29909;hairClip:0.27152
2019-01-24,Person23_38,pinkCandle|pumpkinNotes|sign,label|label|label,pinkCandle:0.26899999999999996;pumpkinNotes:0.33279000000000003;sign:0.25561
2019-01-24,Person23_39,sign,label,sign:0.38473
2019-01-24,Person23_4,birdCall|cloudSign|pinkCandle|pumpkinNotes|sign|blueSunglasses,label|label|label|label|label|label,birdCall:0.26114;cloudSign:0.28475;pinkCandle:0.26821;pumpkinNotes:0.26278;sign:0.47901000000000005;blueSunglasses:0.27793
2019-01-24,Person23_40,canadaPencil|eyeball|noisemaker|redWhistle|sign,label|label|label|label|label,canadaPencil:0.25551;eyeball:0.30376;noisemaker:0.26755999999999996;redWhistle:0.25329;sign:0.3273
2019-01-24,Person23_41,sign,label,sign:0.34667
2019-01-24,Person23_42,canadaPencil|cloudSign|partyFavor|sign|stickerBox,label|label|label|label|label,canadaPencil:0.2783;cloudSign:0.25221;partyFavor:0.32156999999999997;sign:0.49618999999999996;stickerBox:0.31476
2019-01-24,Person23_43,eyeball|noisemaker|pinkCandle|sign|lavenderDie|yellowBag,label|label|label|label|label|label,eyeball:0.35751;noisemaker:0.30598000000000003;pinkCandle:0.28965;sign:0.29388000000000003;lavenderDie:0.32603000000000004;yellowBag:0.26159
2019-01-24,Person23_44,eyeball|pinkCandle|sign|lavenderDie|yellowBag,label|label|label|label|label,eyeball:0.32597;pinkCandle:0.2797;sign:0.43055;lavenderDie:0.46584;yellowBag:0.30878
2019-01-24,Person23_45,cloudSign|eyeball|pinkCandle|sign|lavenderDie|yellowBag,label|label|label|label|label|label,cloudSign:0.3841;eyeball:0.30563;pinkCandle:0.32506;sign:0.36988000000000004;lavenderDie:0.29308;yellowBag:0.45356
2019-01-24,Person23_46,eyeball|metalKey|sign,label|label|label,eyeball:0.33361;metalKey:0.25397;sign:0.41588
2019-01-24,Person23_47,birdCall|cupcakePaper|eyeball|trophy|hairClip|yellowBag,label|label|label|label|label|label,birdCall:0.42531;cupcakePaper:0.38676;eyeball:0.32854;trophy:0.36637;hairClip:0.33657;yellowBag:0.36265
2019-01-24,Person23_48,eyeball|sign|hairClip|lavenderDie,label|label|label|label,eyeball:0.39186;sign:0.26385;hairClip:0.4093;lavenderDie:0.575
2019-01-24,Person23_49,eyeball|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label,eyeball:0.39311999999999997;blueSunglasses:0.31525;hairClip:0.3138;lavenderDie:0.61375;yellowBag:0.43246
2019-01-24,Person23_5,birdCall|cloudSign|eyeball|sign|blueSunglasses,label|label|label|label|label,birdCall:0.37253000000000003;cloudSign:0.3792;eyeball:0.32699;sign:0.52228;blueSunglasses:0.29681
2019-01-24,Person23_50,pinkCandle|sign|lavenderDie,label|label|label,pinkCandle:0.37472;sign:0.58929;lavenderDie:0.57795
2019-01-24,Person23_51,birdCall|cupcakePaper|eyeball|blueSunglasses,label|label|label|label,birdCall:0.3683;cupcakePaper:0.31314000000000003;eyeball:0.39209;blueSunglasses:0.25001999999999996
2019-01-24,Person23_52,lavenderDie|yellowBag,label|label,lavenderDie:0.37923;yellowBag:0.25526
2019-01-24,Person23_53,eyeball|sign|lavenderDie|yellowBag,label|label|label|label,eyeball:0.25332;sign:0.28844000000000003;lavenderDie:0.37161;yellowBag:0.25056
2019-01-24,Person23_54,cupcakePaper|sign|lavenderDie|yellowBag,label|label|label|label,cupcakePaper:0.28062;sign:0.36233000000000004;lavenderDie:0.49207;yellowBag:0.35753
2019-01-24,Person23_55,cloudSign|cupcakePaper|eyeball|partyFavor|sign|lavenderDie,label|label|label|label|label|label,cloudSign:0.30251;cupcakePaper:0.31313;eyeball:0.29015;partyFavor:0.46381000000000006;sign:0.33131;lavenderDie:0.58727
2019-01-24,Person23_56,eyeball,label,eyeball:0.34707
2019-01-24,Person23_57,cloudSign|cupcakePaper|partyFavor|pumpkinNotes|redWhistle|sign|lavenderDie,label|label|label|label|label|label|label,cloudSign:0.43151000000000006;cupcakePaper:0.27621999999999997;partyFavor:0.28867;pumpkinNotes:0.3387;redWhistle:0.30756999999999995;sign:0.37827;lavenderDie:0.39403
2019-01-24,Person23_58,birdCall|eyeball|pumpkinNotes|redWhistle|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label|label,birdCall:0.27541;eyeball:0.32868;pumpkinNotes:0.5039399999999999;redWhistle:0.29413;sign:0.25181;blueSunglasses:0.25648000000000004;lavenderDie:0.44966999999999996
2019-01-24,Person23_59,pumpkinNotes|sign|blueSunglasses,label|label|label,pumpkinNotes:0.42686;sign:0.48772;blueSunglasses:0.2795
2019-01-24,Person23_6,,,
2019-01-24,Person23_60,eyeball|sign|lavenderDie,label|label|label,eyeball:0.55885;sign:0.41193;lavenderDie:0.6454
2019-01-24,Person23_61,,,
2019-01-24,Person23_62,cupcakePaper|paperPlate|sign,label|label|label,cupcakePaper:0.26957;paperPlate:0.27054;sign:0.34239
2019-01-24,Person23_63,cupcakePaper|yellowBag,label|label,cupcakePaper:0.25351;yellowBag:0.46603999999999995
2019-01-24,Person23_64,cloudSign|eyeball|pinkCandle|pumpkinNotes|sign|yellowBalloon|yellowBag,label|label|label|label|label|label|label,cloudSign:0.29906;eyeball:0.31237;pinkCandle:0.25651;pumpkinNotes:0.68886;sign:0.35108;yellowBalloon:0.5100600000000001;yellowBag:0.45801000000000003
2019-01-24,Person23_65,birdCall|pinkCandle,label|label,birdCall:0.34355;pinkCandle:0.32132
2019-01-24,Person23_66,cupcakePaper|sign|yellowBag,label|label|label,cupcakePaper:0.27326999999999996;sign:0.45932;yellowBag:0.51402
2019-01-24,Person23_67,pinkCandle|pumpkinNotes|yellowBag,label|label|label,pinkCandle:0.32305;pumpkinNotes:0.25149;yellowBag:0.40963
2019-01-24,Person23_68,pinkCandle|sign|yellowBag,label|label|label,pinkCandle:0.32664;sign:0.25828;yellowBag:0.41700000000000004
2019-01-24,Person23_69,birdCall|cloudSign|cupcakePaper|partyFavor|pinkCandle|sign|silverStraw|vancouverCards,label|label|label|label|label|label|label|label,birdCall:0.28739000000000003;cloudSign:0.29174;cupcakePaper:0.27510999999999997;partyFavor:0.32769000000000004;pinkCandle:0.29249;sign:0.52886;silverStraw:0.29772;vancouverCards:0.29151
