authors,title,abstract,sha,has_full_text,journal,term,license,WHO #Covidence,pmcid,pubmed_id,category,source_x,publish_time,Microsoft Academic Paper ID,doi,full_text_file
"Chan, J. F. Auid-Orcid https orcid org; Kok, K. H. Auid-Orcid https orcid org X.; Zhu, Z.; Chu, H.; To, K. K.; Yuan, S.; Yuen, K. Y.","Genomic characterization of the 2019 novel human-pathogenic coronavirus isolated from a patient with atypical pneumonia after visiting Wuhan","A mysterious outbreak of atypical pneumonia in late 2019 was traced to a seafood wholesale market in Wuhan of China. Within a few weeks, a novel coronavirus tentatively named as 2019 novel coronavirus (2019-nCoV) was announced by the World Health Organization. We performed bioinformatics analysis on a virus genome from a patient with 2019-nCoV infection and compared it with other related coronavirus genomes. Overall, the genome of 2019-nCoV has 89% nucleotide identity with bat SARS-like-CoVZXC21 and 82% with that of human SARS-CoV. The phylogenetic trees of their orf1a/b, Spike, Envelope, Membrane and Nucleoprotein also clustered closely with those of the bat, civet and human SARS coronaviruses. However, the external subdomain of Spike's receptor binding domain of 2019-nCoV shares only 40% amino acid identity with other SARS-related coronaviruses. Remarkably, its orf3b encodes a completely novel short protein. Furthermore, its new orf8 likely encodes a secreted protein with an alpha-helix, following with a beta-sheet(s) containing six strands. Learning from the roles of civet in SARS and camel in MERS, hunting for the animal source of 2019-nCoV and its more ancestral virus would be important for understanding the origin and evolution of this novel lineage B betacoronavirus. These findings provide the basis for starting further studies on the pathogenesis, and optimizing the design of diagnostic, antiviral and vaccination strategies for this emerging infection. FAU - Chan, Jasper Fuk-Woo","","False","Emerging Microbes & Infections","late 2019|Wuhan|China|a few weeks|2019|2019-nCoV|the World Health Organization|2019-nCoV|2019-nCoV|89%|82%|Nucleoprotein|Spike|2019-nCoV|only 40%|six|2019-nCoV|Jasper Fuk-Woo","unk","#62","","","DATE|GPE|GPE|DATE|DATE|CARDINAL|ORG|CARDINAL|CARDINAL|PERCENT|PERCENT|PERSON|ORG|CARDINAL|PERCENT|CARDINAL|CARDINAL|PERSON","WHO","2020-01-01","3003464757","10.1080/22221751.2020.1719902",""
"Fung, Sin-Yee; Yuen, Kit-San; Ye, Zi-Wei; Chan, Chi-Ping; Jin, Dong-Yan; Li, Taisheng","A tug-of-war between severe acute respiratory syndrome coronavirus 2 and host antiviral defence: lessons from other pathogenic viruses","World Health Organization has declared the ongoing outbreak of coronavirus disease 2019 (COVID-19) a Public Health Emergency of International Concern. The virus was named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by the International Committee on Taxonomy of Viruses. Human infection with SARS-CoV-2 leads to a wide range of clinical manifestations ranging from asymptomatic, mild, moderate to severe. The severe cases present with pneumonia, which can progress to acute respiratory distress syndrome. The outbreak provides an opportunity for real-time tracking of an animal coronavirus that has just crossed species barrier to infect humans. The outcome of SARS-CoV-2 infection is largely determined by virus-host interaction. Here, we review the discovery, zoonotic origin, animal hosts, transmissibility and pathogenicity of SARS-CoV-2 in relation to its interplay with host antiviral defense. A comparison with SARS-CoV, Middle East respiratory syndrome coronavirus, community-acquired human coronaviruses and other pathogenic viruses including human immunodeficiency viruses is made. We summarize current understanding of the induction of a proinflammatory cytokine storm by other highly pathogenic human coronaviruses, their adaptation to humans and their usurpation of the cell death programmes. Important questions concerning the interaction between SARS-CoV-2 and host antiviral defence, including asymptomatic and presymptomatic virus shedding, are also discussed.","","False","Emerging Microbes & Infections","World Health Organization|2019|COVID-19|International Concern|2|the International Committee on Taxonomy of Viruses.|Middle East","unk","#8788","","","ORG|DATE|ORG|ORG|CARDINAL|ORG|LOC","WHO","2020-01-01","","10.1080/22221751.2020.1735265",""
"Ai, Jing-Wen; Zhang, Yi; Zhang, Hao-Cheng; Xu, Teng; Zhang, Wen-Hong","Era of molecular diagnosis for pathogen identification of unexplained pneumonia, lessons to be learned","Unexplained pneumonia (UP) caused by a novel coronavirus SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) emerged in China in late December 2019 and has infected more than 9000 cases by 31 January 2020. Shanghai reported the first imported case of COVID-19 (Coronavirus Disease 2019) in 20 January 2020. A combinative approach of real-time RT-PCR, CRISPR-based assay and metagenomic next-generation sequencing (mNGS) were used to diagnose this unexplained pneumonia patient. Real-time RT-PCR and CRISPR-based assay both reported positive. This sample belonged to Betacoronavirus and shared a more than 99% nucleotide (nt) identity with the Wuhan SARS-CoV-2 isolates. We further compared pros and cons of common molecular diagnostics in UP. In this study, we illustrated the importance of combining molecular diagnostics to rule out common pathogens and performed mNGS to obtain unbiased potential pathogen result for the diagnosis of UP.","","False","Emerging Microbes & Infections","2|China|late December 2019|more than 9000|31 January 2020|Shanghai|first|COVID-19|Coronavirus Disease 2019|20 January 2020|RT-PCR|CRISPR|RT-PCR|CRISPR|Betacoronavirus|more than 99%|Wuhan|UP|UP","unk","#8830","","","CARDINAL|GPE|DATE|CARDINAL|DATE|GPE|ORDINAL|PERSON|ORG|DATE|ORG|ORG|ORG|ORG|GPE|PERCENT|GPE|GPE|ORG","WHO","2020-01-01","","10.1080/22221751.2020.1738905",""
"Sookaromdee, Pathum; Wiwaniveitkit, Viroj","Imported Novel Coronavirus Infections: Observation on Active and Passive Case Detection in Thailand","In December 2019, a viral disease – the novel coronavirus – emerged in China and spread widely.1 At present, the disease has already exported to many countries,2 and is becoming an important public health problem. Thailand is a Southeast Asian country that has many international flights connecting to China and there are already imported cases of the disease in Thailand. The first ex-China case of the new disease was detected in Thailand. We would like to share observations on the spread of this disease in Thailand. To date (24 January 2020), there are imported cases of novel coronavirus infections in Thailand. Of these cases, 1 patient is a Thai who returned from tourism activity in China and the others are 4 Chinese tourists. Focusing on disease detection, 4 patients were detected at health screening points at immigration posts at international airports. The Thai patient visited the physician herself after developing a fever upon returning to Thailand. Of interest, during the period of disease outbreak, active screening is done at Thai international airports and 21,374 travelers have already been screened. Active screening can detect 80% of imported cases; 20% are detected passively. Based on these data, it has been demonstrated that active screening at the airport is still a good method for detecting new emerging disease but it cannot provide 100% efficacy in case detection. The health-related self-concern of the patient is also important to help with passive case detection. Therefore, promotion of health knowledge concerning the new disease is very important for the international traveler.","","False","Population Health Management","December 2019|China|widely.1|countries,2|Thailand|Southeast Asian|China|Thailand|first|China|Thailand|Thailand|24 January 2020|Thailand|1|Thai|China|4|Chinese|4|Thai|Thailand|Thai|21,374|80%|20%|100%","unk","#3117","","","DATE|GPE|GPE|ORG|GPE|NORP|GPE|GPE|ORDINAL|GPE|GPE|GPE|DATE|GPE|CARDINAL|NORP|GPE|CARDINAL|NORP|CARDINAL|NORP|GPE|NORP|CARDINAL|PERCENT|PERCENT|PERCENT","WHO","2020-03-02","2061002138","10.1089/pop.2020.0014",""
"Chughtai, Abrar Ahmad; Seale, Holly; Rawlinson, William D.; Kunasekaran, Mohana; Macintyre, C. Raina","Selection and Use of Respiratory Protection by Healthcare Workers to Protect from Infectious Diseases in Hospital Settings","Abstract Objectives Infection control policies and guidelines recommend using facemasks and respirators to protect healthcare workers (HCWs) from respiratory infections. Common types of respirators used in healthcare settings are filtering facepiece respirators (FFRs) and powered air-purifying respirators (PAPRs). Aims of this study were to examine the current attitudes and practices of HCWs regarding the selection and use of respiratory protection and determine the acceptability of a novel PAPR. Methods In-depth interviews were undertaken with 20 HCWs from a large tertiary hospital in Sydney, Australia. Participants were fit tested with a lightweight tight-fitting half-facepiece PAPR (CleanSpace2™ Power Unit, PAF-0034, by CleanSpace Technology®) using the TSI™ Portacount quantitative fit test method. Results Interview results showed that HCWs had a limited role in the selection and use of facemasks and respirators and had been using the devices provided by the hospital. The majority of subjects had no knowledge of hospital policy for the use of facemasks and respirators, had not been trained on the use of respirators, and had not been fit tested previously. Compliance with the use of facemasks and respirators was perceived as being low and facemasks and respirators were typically used only for short periods of time. All 20 participants were successfully fit tested to the CleanSpace2™ PAPR (overall geometric mean fit factor—6768). According to the exit surveys, CleanSpace2™ PAPRs were easy to don (14/20) and doff (15/20) and comfortable to wear (14/20). Most participants believed that PAPRs provide higher protection, comfort and reusability over N95 FFR and can be used during pandemics and other high-risk situations. Conclusions HCWs should be aware of infection control policies and training should be provided on the correct use of respiratory protective devices. PAPRs can be used in hospital settings to protect HCWs from certain highly infectious and emerging pathogens, however, HCWs require adequate training on storage, use, and cleaning of PAPRs.","","False","Annals of Work Exposures and Health","PAPR|20|tertiary|Sydney|Australia|half|PAPR|™ Power Unit|CleanSpace Technology|20|PAPR|fit factor—6768|CleanSpace2™|14/20|15/20|14/20|N95 FFR","unk","#5147","","","ORG|CARDINAL|ORDINAL|GPE|GPE|CARDINAL|ORG|ORG|ORG|CARDINAL|ORG|TIME|PERSON|CARDINAL|CARDINAL|CARDINAL|PERSON","WHO","2020-03-07","2800868152","10.1093/annweh/wxaa020",""
"Brosseau, Lisa M.","Are Powered Air Purifying Respirators a Solution for Protecting Healthcare Workers from Emerging Aerosol-Transmissible Diseases?","For the third time in less than 20 years there is global concern about a novel coronavirus causing significant respiratory morbidity and mortality. The first cases of Severe Acute Respiratory Syndrome (SARS) were reported by China to the World Health Organization (WHO) in 2003; one-third of these were among healthcare workers (WHO, 2003). By the end of the outbreak in 2004, more than half (378; 57%) of the 667 SARS cases treated in Asian and Canadian outbreak hospitals were healthcare workers or medical students (Sepkowitz and Eisenberg, 2005). At the time of and for many years after the SARS outbreak, there was much consternation among the medical and infectious disease communities about the organism's mode(s) of transmission. Aerosols (both fine particles and larger droplets) had to be at least partially responsible for the relative ease with which SARS was transmitted from person to person. As more detailed epi-demiologic data were published, this proved to be the case-risk factors for nosocomial transmission of SARS included exposure during aerosol-generating medical procedures, failure to isolate infectious patients, and the lack or uneven use of personal protective equipment (Scales et al., 2003; Fowler et al., 2004; Ofner-Agostini et al., 2006; Chen et al., 2009). In May 2014, when the first cases of Middle Eastern Respiratory Syndrome (MERS) were reported in the USA 2 years after initial outbreaks in Saudi Arabia, Dr Rachael Jones and I published a Commentary on the Center for Infectious Disease Research and Practice website (Brosseau and Jones, 2014). We argued that MERS was likely an aerosol-transmissible disease, because it resulted in symptoms similar to SARS (cough, diarrhea, and vomiting) and patients would likely undergo aerosol-generating procedures, such as intub-ation and bronchoscopy. As with SARS, early data suggested aerosol transmission of MERS among hospital patients located at some distance from each other. As with SARS, the MERS coronavirus remains viable as an aerosol and on surfaces for long periods of time at low relative humidity. We argued that healthcare workers should be provided with fit-tested N95 filtering facepiece respirators (FFRs), at a minimum, when caring for MERS patients. For exposures to high concentrations of infectious particles, such as from patients experiencing severe symptoms or during aerosol-generating procedures , we recommended that healthcare workers should be wearing powered air purifying respirators (PAPRs), which offer a higher degree of protection than FFRs. At the time of our Commentary, the Centers for Disease Control and Prevention (CDC) was recommending contact, droplet, and airborne precautions for MERS; WHO was recommending only contact and droplet precautions. The WHO guidance for MERS, updated in October 2019, now recommends respirators and well-ventilated negative pressure rooms for aerosol-generating procedures (WHO, 2019). While this is a small step forward, the WHO guidance continues to recommend surgical masks for healthcare workers when caring for hospitalized MERS patients.","","False","Annals of Work Exposures and Health","third|less than 20 years|first|Severe Acute Respiratory Syndrome|China|the World Health Organization|2003|one-third|WHO|2003|2004|more than half|378|57%|667|Asian|Canadian|Sepkowitz|Eisenberg|2005|many years|2003|Fowler|2004|Ofner-Agostini|al|2006|Chen|2009|May 2014|first|Middle Eastern Respiratory Syndrome|the USA 2 years|Saudi Arabia|Rachael Jones|the Center for Infectious Disease Research|Brosseau and Jones|2014|N95|the Centers for Disease Control and Prevention|CDC|WHO|WHO|October 2019|WHO|2019|WHO","unk","#6652","","","ORDINAL|DATE|ORDINAL|ORG|GPE|ORG|DATE|CARDINAL|ORG|DATE|DATE|CARDINAL|CARDINAL|PERCENT|CARDINAL|NORP|NORP|ORG|ORG|DATE|DATE|DATE|PERSON|DATE|ORG|ORG|DATE|PERSON|DATE|DATE|ORDINAL|LOC|LOC|GPE|PERSON|ORG|ORG|DATE|ORG|ORG|ORG|ORG|ORG|DATE|ORG|DATE|ORG","WHO","2020-03-10","","10.1093/annweh/wxaa024",""
"Liangsheng Zhang, Fu-ming Shen, Fei Chen, Zhenguo Lin","Origin and evolution of the 2019 novel coronavirus","As of today, the intermediate host of 2019-nCoV has not been determined. Considering that intermediate hosts are generally mammals [5], they are likely the living mammals sold in the South China seafood market. Therefore, strengthening the monitoring of wild mammals is an urgent measure to prevent similar viruses from infecting humans in the future. More than 1,000 confirmed cases have been reported in China. The number of provinces and cities in China as well as other Downloaded from https://academic.oup.com/cid/advance-article-abstract/doi/10.1093/cid/ciaa112/5721420 by World Health Organization user on 06 February 2020 countries with confirmed cases are steadily increasing. It is necessary to further strengthen the monitoring to ensure that it will not cause diseases like Global Outbreak of 2003 SARS.","","False","Clinical Infectious Diseases","today|2019-nCoV|5|South China|More than 1,000|China|China|World Health Organization|06 February 2020|Global Outbreak|2003","unk","#248","","","DATE|CARDINAL|CARDINAL|LOC|CARDINAL|GPE|GPE|ORG|DATE|PERSON|DATE","WHO","2020-02-03","3004748218","10.1093/cid/ciaa112",""
"To, Kelvin Kai-Wang; Tsang, Owen Tak‐Yin; Chik-Yan Yip, Cyril; Chan, Kwok-Hung; Wu, Tak-Chiu; Chan, Jacky M. C.; Leung, Wai-Shing; Chik, Thomas Shiu-Hong; Choi, Chris Yau-Chung; Kandamby, Darshana H.; Lung, David Christopher; Tam, Anthony Raymond; Poon, Rosana Wing-Shan; Fung, Agnes Yim-Fong; Hung, Ivan Fan-Ngai; Cheng, Vincent Chi-Chung; Chan, Jasper Fuk-Woo; Yuen, Kwok-Yung","Consistent detection of 2019 novel coronavirus in saliva","The 2019-novel-coronavirus (2019-nCoV) was detected in the self-collected saliva of 91.7% (11/12) of patients. Serial saliva viral load monitoring generally showed a declining trend. Live virus was detected in saliva by viral culture. Saliva is a promising non-invasive specimen for diagnosis, monitoring, and infection control in patients with 2019-nCoV infection.","","False","Clinical Infectious Diseases","2019-nCoV|91.7%|11/12|2019-nCoV","unk","#724","","","CARDINAL|PERCENT|CARDINAL|CARDINAL","WHO","2020-02-12","3005690553","10.1093/cid/ciaa149",""
"Tay, Jun-Yang; Lim, Poh Lian; Marimuthu, Kalisvar; Sadarangani, Sapna Pradip; Ling, Li Min; Ang, Brenda Sze Peng; Chan, Monica; Leo, Yee-Sin; Vasoo, Shawn","De-isolating COVID-19 Suspect Cases: A Continuing Challenge","As of 15 February 2020, Singapore had screened a total of 991 suspect cases for COVID-19, of which 72 cases tested positive, 812 cases tested negative, while the remaining 107 had pending results.(1) Besides optimising sample type to increase yield, (2) the challenge in clinical management of suspect cases lies in deciding whether they may be de-isolated or if further isolation and repeat testing is required. No single indicator may be effectively used to decide on de-isolation of a suspect case. In our series of positive cases, samples from one suspect case only returned positive on the fifth repeated sample (nasopharyngeal swab), on the seventh day of clinical illness. Current evidence suggests that transmission of COVID-19 may be possible even from asymptomatic contacts,(3) and polymerase chain reaction (PCR) testing may not return positive initially. (4) Our suspect case was kept isolated because of a high index of clinical suspicion, with a clinically compatible illness and history of close contact with a laboratory-proven COVID-19 case. While multiplex respiratory virus panels, in general, may be helpful in the evaluation of other viral acute respiratory infections (ARIs), even the detection of an alternate respiratory pathogen may not definitively exclude COVID-19 infection. Dual infections can occur in 10- 20% of viral acute respiratory infections, as has been reported with SARS-CoV and MERSCoV. (5) In our case series, one patient with confirmed COVID-19 by nasopharyngeal aspirate also exhibited clinical symptoms compatible with dengue fever. This was laboratory confirmed by dengue NS1 antigen test. (PL Lim, personal communication).","","False","Clinical Infectious Diseases","15 February 2020|Singapore|991|COVID-19|72|812|107|2|one|fifth|the seventh day|COVID-19|4|COVID-19|COVID-19|10- 20%|MERSCoV.|5|one|PL Lim","unk","#2378","","","DATE|GPE|CARDINAL|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORDINAL|DATE|ORG|CARDINAL|PERSON|CARDINAL|PERCENT|GPE|CARDINAL|CARDINAL|ORG","WHO","2020-02-26","1556287221","10.1093/cid/ciaa179",""
"Cai, J.; Xu, J.; Lin, D.; Yang, Z.; Xu, L.; Qu, Z.; Zhang, Y.; Zhang, H.; Jia, R.; Liu, P.; Wang, X.; Ge, Y.; Xia, A.; Tian, H.; Chang, H.; Wang, C.; Li, J.; Wang, J.; Zeng, M.","A Case Series of children with 2019 novel coronavirus infection: clinical and epidemiological features","We first described the 2019 novel coronavirus infection in 10 children occurring in areas other than Wuhan. The coronavirus diseases in children are usually mild and epidemiological exposure is a key clue to recognize pediatric case. Prolonged virus shedding is observed in respiratory tract and feces at the convalescent stage.","","False","Clinical Infectious Diseases","2019|10|Wuhan","unk","#2743","","32112072","DATE|CARDINAL|GPE","WHO","2020-02-28","3004790666","10.1093/cid/ciaa198",""
"Wu, J.; Liu, J.; Zhao, X.; Liu, C.; Wang, W.; Wang, D.; Xu, W.; Zhang, C.; Yu, J.; Jiang, B.; Cao, H.; Li, L.","Clinical Characteristics of Imported Cases of COVID-19 in Jiangsu Province: A Multicenter Descriptive Study","BACKGROUND: We aimed to report the clinical characteristics of imported coronavirus disease-19 (COVID-19) in Jiangsu Province. METHODS: We retrospectively investigated the clinical, imaging, and laboratory characteristics of confirmed cases of COVID-19 with WHO interim guidance in three Grade A hospitals of Jiangsu from Jan 22 to Feb 14, 2020. Real time RT-PCR was used to detect the new coronavirus in respiratory samples. RESULTS: Of the 80 patients infected with COVID-19, 41 patients were female, with a median age of 46.1 years. Except for 3 severe patients, the rest of the 77 patients exhibited mild or moderate symptoms. 9 patients were unconfirmed until a third-time nucleic acid test. 38 cases had a history of chronic diseases. The main clinical manifestations of the patients were fever and cough, which accounted for 63 cases (78.75%) and 51 cases (-63.75%) respectively. Only 3 patients (3.75%) showed liver dysfunction. Imaging examination showed that 55 patients (-68.75%) showed abnormal, 25 cases (31.25%) had no abnormal density shadow in the parenchyma of both lungs. Up to now, 21 cases were discharged from the hospital, and no patient died. The average length of stay for discharged patients was 8 days. CONCLUSIONS: Compared with the cases in Wuhan, the cases in Jiangsu exhibited mild or moderate symptoms and no obvious gender susceptivity. The proportion of patients having liver dysfunction and abnormal CT imaging was relatively lower than that of Wuhan. Notably, infected patients may be falsely excluded based on two consecutively negative respiratory pathogenic nucleic acid test results.","","False","Clinical Infectious Diseases","disease-19|COVID-19|Jiangsu Province|COVID-19|WHO|three|Grade|Jiangsu|Jan 22|Feb 14, 2020|RT-PCR|80|COVID-19|41|age of 46.1 years|3|77|9|third|38|63|78.75%|51|-63.75%|Only 3|3.75%|55|-68.75%|25|31.25%|21|8 days|Wuhan|Jiangsu|CT|Wuhan|two","unk","#2978","","32109279","PERSON|PERSON|GPE|ORG|ORG|CARDINAL|GPE|GPE|DATE|DATE|ORG|CARDINAL|ORG|CARDINAL|DATE|CARDINAL|CARDINAL|CARDINAL|ORDINAL|CARDINAL|CARDINAL|PERCENT|CARDINAL|PERCENT|CARDINAL|PERCENT|CARDINAL|PERCENT|CARDINAL|PERCENT|CARDINAL|DATE|GPE|GPE|NORP|GPE|CARDINAL","WHO","2020-02-29","3005679569","10.1093/cid/ciaa199",""
"Wang, Xiaotong; Zhou, Zhiqiang; Zhang, Jianping; Zhu, Fengfeng; Tang, Yongyan; Shen, Xinghua","A case of 2019 Novel Coronavirus in a pregnant woman with preterm delivery","We presented a case of a 30-week pregnant woman with COVID-19 delivering a healthy baby with no evidence of COVID-19.","","False","Clinical Infectious Diseases","COVID-19","unk","#3279","","32119083","ORG","WHO","2020-02-28","2066024373","10.1093/cid/ciaa200",""
"Kam, Kai-qian; Yung, Chee Fu; Cui, Lin; Lin Tzer Pin, Raymond; Mak, Tze Minn; Maiwald, Matthias; Li, Jiahui; Chong, Chia Yin; Nadua, Karen; Tan, Natalie Woon Hui; Thoon, Koh Cheng","A Well Infant with Coronavirus Disease 2019 (COVID-19) with High Viral Load","A well 6-month-old infant with coronavirus disease 2019 (COVID-19) had persistently positive nasopharyngeal swabs to day 16 of admission. This case highlights the difficulties in establishing the true incidence of COVID-19 as asymptomatic individuals can excrete the virus. These patients may play important roles in human-to-human transmission in the community.","","False","Clinical Infectious Diseases","6-month-old|2019|COVID-19|day 16|COVID-19","unk","#2851","","","DATE|DATE|ORG|DATE|CARDINAL","WHO","2020-02-28","3005657121","10.1093/cid/ciaa201",""
"Shen, Zijie; Xiao, Yan; Kang, Lu; Ma, Wentai; Shi, Leisheng; Zhang, Li; Zhou, Zhuo; Yang, Jing; Zhong, Jiaxin; Yang, Donghong; Guo, Li; Zhang, Guoliang; Li, Hongru; Xu, Yu; Chen, Mingwei; Gao, Zhancheng; Wang, Jianwei; Ren, Lili; Li, Mingkun","Genomic diversity of SARS-CoV-2 in Coronavirus Disease 2019 patients","A novel coronavirus (SARS-CoV-2) has infected more than 75,000 individuals and spread to over 20 countries. It is still unclear how fast the virus evolved and how the virus interacts with other microorganisms in the lung.We have conducted metatranscriptome sequencing for the bronchoalveolar lavage fluid of eight SARS-CoV-2 patients, 25 community-acquired pneumonia (CAP) patients, and 20 healthy controls.The median number of intra-host variants was 1-4 in SARS-CoV-2 infected patients, which ranged between 0 and 51 in different samples. The distribution of variants on genes was similar to those observed in the population data (110 sequences). However, very few intra-host variants were observed in the population as polymorphism, implying either a bottleneck or purifying selection involved in the transmission of the virus, or a consequence of the limited diversity represented in the current polymorphism data. Although current evidence did not support the transmission of intra-host variants in a person-to-person spread, the risk should not be overlooked. The microbiota in SARS-CoV-2 infected patients was similar to those in CAP, either dominated by the pathogens or with elevated levels of oral and upper respiratory commensal bacteria.SARS-CoV-2 evolves in vivo after infection, which may affect its virulence, infectivity, and transmissibility. Although how the intra-host variant spreads in the population is still elusive, it is necessary to strengthen the surveillance of the viral evolution in the population and associated clinical changes.","","False","Clinical Infectious Diseases","more than 75,000|20|eight|25|CAP|20|1-4|between 0 and 51|110|CAP","unk","#3950","","","CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|DATE|CARDINAL|PERSON","WHO","2020-03-09","3006645647","10.1093/cid/ciaa203",""
"Yi, Huiguang","2019 novel coronavirus is undergoing active recombination","The 2019 novel coronavirus (2019-nCoV) outbreak in Wuhan since December 2019 [1] has quickly spread to twenty-five countries [2], caused more than 44,000 cases and 1,000 deaths so far [3]. The fast sharing of 2019-nCoV genomes in GISAID (https://www.gisaid.org) provides a valuable dataset for 2019-nCoV haplotype network analysis, which is crucial for transmission and evolutionary track surveillance and secondary outbreak prevention. We called single-nucleotide variations (SNVs) for all the 84 2019-nCov genomes in GISAID using MN908947 as the reference. Genomes with same SNVs are grouped into a haplotype (shown as a pie chart node in Fig. 1, see Tab. S1 for the accessions), then the network is constructed using the median join [4] method in popART [5]. We found the 2019-nCoV haplotype network has obvious characteristics of single origin from haplotype hap_011: first, the network is star-like, centralized on the haplotype hap_011; second, hap_011 has the largest sample size and majority of the samples are from Hubei province—where outbreak originated (Tab. S1); third, most of satellite haplotypes are also from Hubei (Fig. 1); fourth, the average collection dates of hap_011 (has 0 mutation relative to MN908947) is earlier than all other mutation groups (Fig. S1). The single origin of 2019-nCov indicates a persistent animal to human transmission is unlikely, otherwise, multiple nodes with above characteristics should be observed.","","False","Clinical Infectious Diseases","2019|2019-nCoV|Wuhan|December 2019|1|twenty-five|2|more than 44,000|1,000|3|2019-nCoV|GISAID|2019-nCoV|84 2019-nCov|GISAID|MN908947|Fig|1|Tab|4|5|2019-nCoV|first|second|Hubei|Tab|third|Hubei|1|fourth|MN908947|2019-nCov","unk","#4262","","","DATE|CARDINAL|GPE|DATE|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|ORG|PRODUCT|GPE|CARDINAL|PERSON|CARDINAL|CARDINAL|CARDINAL|ORDINAL|ORDINAL|GPE|PERSON|ORDINAL|GPE|CARDINAL|ORDINAL|CARDINAL|CARDINAL","WHO","2020-03-04","2954504078","10.1093/cid/ciaa219",""
"Wang, Shaoshuai; Guo, Lili; Chen, Ling; Liu, Weiyong; Cao, Yong; Zhang, Jingyi; Feng, Ling","A case report of neonatal COVID-19 infection in China","In December 2019, the 2019 novel coronavirus disease (COVID-19) caused by SARS-CoV-2 emerged in China and now has spread in many countries. Pregnant women are susceptible population of COVID-19 which are more likely to have complications and even progresse to severe illness. We report a case of neonatal COVID-19 infection in China with pharyngeal swabs tested positive by rRT-PCR assay 36 hours after birth. However, whether the case is a vertical transmission from mother to child remains to be confirmed.","","False","Clinical Infectious Diseases","December 2019|2019|China|COVID-19|COVID-19|China|36 hours","unk","#6838","","","DATE|DATE|GPE|ORG|ORG|GPE|TIME","WHO","2020-03-12","","10.1093/cid/ciaa225",""
"Marchand-Senécal, Xavier; Kozak, Rob; Mubareka, Samira; Salt, Natasha; Gubbay, Jonathan B.; Eshaghi, Alireza; Allen, Vanessa; Li, Yan; Bastien, Natalie; Gilmour, Matthew; Ozaldin, Omar; Leis, Jerome A.","Diagnosis and Management of First Case of COVID-19 in Canada: Lessons applied from SARS","We report diagnosis and management of the first laboratory-confirmed case of coronavirus disease 2019 (COVID-19) hospitalized in Toronto, Canada. No healthcare-associated transmission occurred. In the face of a potential pandemic of COVID-19, we suggest sustainable and scalable control measures developed based on lessons learned from SARS.","","False","Clinical Infectious Diseases","first|2019|COVID-19|Toronto|Canada|COVID-19","unk","#5639","","32147731","ORDINAL|DATE|ORG|GPE|GPE|ORG","WHO","2020-03-09","","10.1093/cid/ciaa227",""
"Yao, Xueting; Ye, Fei; Zhang, Miao; Cui, Cheng; Huang, Baoying; Niu, Peihua; Liu, Xu; Zhao, Li; Dong, Erdan; Song, Chunli; Zhan, Siyan; Lu, Roujian; Li, Haiyan; Tan, Wenjie; Liu, Dongyang","In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)","BACKGROUND: The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) first broke out in Wuhan (China) and subsequently spread worldwide. Chloroquine has been sporadically used in treating SARS-CoV-2 infection. Hydroxychloroquine shares the same mechanism of action as chloroquine, but its more tolerable safety profile makes it the preferred drug to treat malaria and autoimmune conditions. We propose that the immunomodulatory effect of hydroxychloroquine also may be useful in controlling the cytokine storm that occurs late-phase in critically ill SARS-CoV-2 infected patients. Currently, there is no evidence to support the use of hydroxychloroquine in SARS-CoV-2 infection. METHODS: The pharmacological activity of chloroquine and hydroxychloroquine was tested using SARS-CoV-2 infected Vero cells. Physiologically-based pharmacokinetic models (PBPK) were implemented for both drugs separately by integrating their in vitro data. Using the PBPK models, hydroxychloroquine concentrations in lung fluid were simulated under 5 different dosing regimens to explore the most effective regimen whilst considering the drug's safety profile. RESULTS: Hydroxychloroquine (EC50=0.72 μM) was found to be more potent than chloroquine (EC50=5.47 μM) in vitro. Based on PBPK models results, a loading dose of 400 mg twice daily of hydroxychloroquine sulfate given orally, followed by a maintenance dose of 200 mg given twice daily for 4 days is recommended for SARS-CoV-2 infection, as it reached three times the potency of chloroquine phosphate when given 500 mg twice daily 5 days in advance. CONCLUSIONS: Hydroxychloroquine was found to be more potent than chloroquine to inhibit SARS-CoV-2 in vitro.","","False","Clinical Infectious Diseases","The Severe Acute Respiratory Syndrome Coronavirus 2|Wuhan|China|Chloroquine|Vero|PBPK|5|400|200|daily|4 days|three|500|daily 5 days","unk","#5562","","32150618","ORG|GPE|GPE|PERSON|PERSON|ORG|CARDINAL|CARDINAL|CARDINAL|DATE|DATE|CARDINAL|CARDINAL|DATE","WHO","2020-03-09","","10.1093/cid/ciaa237",""
