publish_time,url,has_pdf_parse,sha,pmcid,pubmed_id,has_pmc_xml_parse,authors,journal,title,abstract,Microsoft Academic Paper ID,full_text_file,category,source_x,license,WHO #Covidence,term,doi
2020-04-11,https://doi.org/10.1016/j.ijoa.2020.04.002,True,b338d62250198dd086211812ba186db8430c04e1,,,False,"Lee, J.S.E.; Chan, J.J.L.; Ithnin, F.; Goy, R.W.L.; Sng, B.L.",International Journal of Obstetric Anesthesia,Resilience of the restructured obstetric anaesthesia training program during the COVID-19 outbreak in Singapore,,,custom_license,ORG|GPE,Elsevier,els-covid,,COVID-19|Singapore,10.1016/j.ijoa.2020.04.002
2020-04-15,https://doi.org/10.1016/j.jocn.2020.04.062,True,b0899e4ae2dd705f263ef0cba334bd0376d8c381,,,False,"Sedaghat, Zahra; Karimi, Narges",Journal of Clinical Neuroscience,Guillain Barre syndrome associated with COVID-19 infection: a case report,"Abstract Novel outbreak with coronavirus 2019 began since 31 December 2019. Coronaviruses can cause multiple systemic infections that respiratory complications are the most obvious symptoms. In this report, we describe the symptoms of Guillain Barre syndrome (GBS) in one infected patient with COVID-19, for the first time. We reported a 65-years- old male patient with complaints of acute progressive symmetric ascending quadriparesis. Two weeks prior to hospitalization, the patient suffered from cough, fever, and RT-PCR was reported positive for COVID-19 infection. The electrodiagnostic test showed that the patient is an AMSAN variant of GBS. COVID-19 stimulates inflammatory cells and produces various inflammatory cytokines and as a result, it creates immune-mediated processes. GBS is an immune-mediated disorder and molecular mimicry as a mechanism of autoimmune disorder plays an important role in creating it. It is unclear whether COVID-19 induces the production of antibodies against specific gangliosides. Further investigations should be conducted about the mechanism of GBS in patients with COVID-19, in the future.",,custom_license,DATE|DATE|PERSON|ORG|CARDINAL|ORG|ORDINAL|PERSON|DATE|ORG|ORG|ORG|CARDINAL|ORG|PERSON|PERSON,Elsevier,els-covid,,2019|31 December 2019|Guillain Barre|GBS|one|COVID-19|first|65-years-|Two weeks|RT-PCR|GBS|GBS|COVID-19|GBS|COVID-19|Guillain Barre,10.1016/j.jocn.2020.04.062
2020-04-15,https://doi.org/10.1016/j.phrs.2020.104832,True,b1c04d38a76acc221a540ba98293b8297c75a427,,,False,"Saavedra, Juan M.",Pharmacological Research,Angiotensin Receptor Blockers and 2019-nCoV,"Abstract Angiotensin Receptor Blockers (ARBs) exhibit major pleiotropic protecting effects beyond their antihypertensive properties, including reduction of inflammation. ARBs directly protect the lung from the severe acute respiratory syndrome as a result of viral infections, including those from coronavirus. The protective effect of ACE2 is enhanced by ARB administration. For these reasons ARB therapy must be continued for patients affected by hypertension, diabetes and renal disease, comorbidities of the current 2019-nCoV pandemic. Controlled clinical studies should be conducted to determine whether ARBs may be included as additional therapy for 2019-nCoV patients.",,custom_license,ORG|ORG|ORG|CARDINAL|CARDINAL|ORG|CARDINAL,Elsevier,els-covid,,ACE2|ARB|ARB|2019-nCoV|2019-nCoV|Angiotensin Receptor Blockers|2019-nCoV,10.1016/j.phrs.2020.104832
2020-04-15,https://doi.org/10.1016/j.chieco.2020.101460,True,ec034c88e4aacd642f8a7df49e7069b1213842a7,,,False,"Yu, Linhui; Du, Julan; Dang, Hugh",China Economic Review,Special issue on FDI and integration of Chinese economy,,,custom_license,ORG|NORP,Elsevier,els-covid,,FDI|Chinese,10.1016/j.chieco.2020.101460
2020-04-11,https://doi.org/10.1016/j.jvir.2020.04.002,True,85f429a6d1eabba2bb613425a9efa635a16e2ed9,,,False,"Morris, Michael F.; Goettel, Christopher; Mendenhall, Cole; Chen, Steve; Hirsch, Kevin",Journal of Vascular and Interventional Radiology,Diagnosis of Asymptomatic COVID-19 Infection in a Patient Referred for CT Lung Biopsy,,,custom_license,ORG,Elsevier,els-covid,,Asymptomatic COVID-19 Infection,10.1016/j.jvir.2020.04.002
2020-04-15,https://doi.org/10.1016/j.giec.2020.04.002,False,,,,False,"Lightdale, Charles J.",Gastrointestinal Endoscopy Clinics of North America,Foreword: Colorectal Cancer Screening: Where We Are and Moving Forward,,,custom_license,PERSON|PERSON,Elsevier,els-covid,,Foreword|Colorectal Cancer Screening,10.1016/j.giec.2020.04.002
2020-04-11,https://doi.org/10.1053/j.jvca.2020.03.059,True,b46a68f359e67f55fa1a5ada533f47a6f9b8e6d9,,,False,"Şentürk, Mert; Tahan, Mohamed R. El; SZEGEDI, Laszlo L.; Marczin, Nandor; Karzai, Waheedullah; Shelley, Ben; Piccioni, Federico; Gil, Manuel Granell; Rex, Steffen; Bence, Johan; Cohen, Edmond; Gregorio, Guido Di; Drnvsek-Globoikar, Mojca; Jimenez, Maria-José; Licker, Marc-Josephjo; Mourisse, Jo; Mukherjee, Chirojit; Navarro-Ripolli, Ricard; Neskovic, Vojislava; Paloczi, Balazs; Paternoster, Gianluca; Pelosi, Paolo; Salaheldeen, Ahmed; Stoica, Radu; Unzueta, Carmen; Vanpeteghem, Caroline; Vegh, Tamas; Wouters, Patrick; Yapici, Davud; Guarracino, Fabio",Journal of Cardiothoracic and Vascular Anesthesia,Thoracic Anesthesia of Patients with Suspected or Confirmed 2019 Novel Coronavirus Infection: Preliminary Recommendations for Airway Management by the EACTA Thoracic Subspecialty Committee,Abstract The novel coronavirus has caused a pandemic around the world. Management of patients with suspected or confirmed coronavirus infection who have to undergo thoracic surgery will be a challenge for the anesthesiologists. infection who have to undergo thoracic surgery will be a challenge for the anesthesiologists. The thoracic subspecialty committee of European Association of Cardiothoracic Anaesthesiology (EACTA) has conducted a survey of opinion in order to create recommendations for the anesthetic approach to these challenging patients. It should be emphasized that both the management of the infected patient with COVID-19 and the self-protection of the anesthesia team constitute a complicated challenge. The text focuses therefore on both important topics.,,custom_license,ORG|ORG|PERSON|ORG|ORG|ORG,Elsevier,els-covid,,European Association of Cardiothoracic Anaesthesiology|COVID-19|Thoracic Anesthesia|Suspected|Preliminary Recommendations for Airway Management|Thoracic Subspecialty Committee,10.1053/j.jvca.2020.03.059
2020-04-11,https://doi.org/10.1016/j.healun.2020.04.002,True,29da2162161617501af80db4ca562d68b6b81a4a,,,False,"Ambrosi, Pierre",The Journal of Heart and Lung Transplantation,"Comment on “Epidemiological and clinical characteristics of heart transplant recipients during the 2019 coronavirus outbreak in Wuhan, China” by Ren et al",,,custom_license,DATE|GPE|GPE|PERSON,Elsevier,els-covid,,2019|Wuhan|China|Ren et al,10.1016/j.healun.2020.04.002
2020-04-12,https://doi.org/10.1016/j.healun.2020.04.005,True,2465ad90f9c53a45e3af80fdabaabb611b415e88,,,False,"Patel, Krishan J.; Kao, Tina; Geft, Dael; Czer, Lawrence; Esmailian, Fardad; Kobashigawa, Jon A.; Patel, Jignesh K.",The Journal of Heart and Lung Transplantation,Donor Organ Evaluation in the Era of COVID-19: A case of nosocomial infection?,,,custom_license,ORG,Elsevier,els-covid,,Donor Organ Evaluation,10.1016/j.healun.2020.04.005
2020-04-12,https://doi.org/10.1016/j.jagp.2020.04.004,True,036eb8c5630e5c9d5da1d89e30f24ade3ff6ae57,,,False,"Koenig, Harold G.",The American Journal of Geriatric Psychiatry,Ways of Protecting Religious Older Adults from the Consequences of COVID-19,,,custom_license,ORG|ORG,Elsevier,els-covid,,Ways of Protecting Religious Older Adults|Consequences of COVID-19,10.1016/j.jagp.2020.04.004
2020-04-11,https://doi.org/10.1016/j.amj.2020.04.002,False,,,,False,"Nahlen, Dr. Dawn",Air Medical Journal,May/June 2020 Forum,,,custom_license,DATE,Elsevier,els-covid,,May/June 2020 Forum,10.1016/j.amj.2020.04.002
2020-04-11,https://doi.org/10.1016/j.jamcollsurg.2020.04.012,True,c010b33e1ab064ac262c34d4af79ca2cd90d177c,,,False,"Parikh, Sanjay R.; Avansino, Jeffrey R.; Dick, Andre AS.; Enriquez, Brianna K.; Geiduschek, Jeremy M.; Martin, Lynn D.; McDonald, Ruth A.; Yandow, Suzanne M.; Zerr, Danielle M.; Ojemann, Jeffrey G.",Journal of the American College of Surgeons,Collaborative Multi-Disciplinary Incident Command at Seattle Children’s Hospital for Rapid Preparatory Pediatric Surgery Countermeasures to the COVID-19 Pandemic,"Abstract Washington State was the first U.S. state to have a patient test positive for COVID-19. Prior to this, our children’s hospital proactively implemented an incident command structure which allowed for collaborative creation of safety measures, policies and procedures for both patients, families, staff and providers. Although the treatment and protective standards are continuously evolving, this commentary shares our thoughts on how an institution, specifically surgical services may develop collaborative process improvement to accommodate for rapid and ongoing change. Specific changes outlined include [1] early establishment of incident command [2] personal protective equipment conservation, [3] workforce safety, [4] surgical and ambulatory patient triage, and [5] optimization of trainee education. Please note that the contents of this manuscript are shared in the interest of providing collaborative information and are under continuous development as our regional situation changes. We recognize the limitations of this commentary and do not suggest that our approaches represent validated best practices.",,custom_license,ORDINAL|GPE|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG|ORG|ORG,Elsevier,els-covid,,first|U.S.|COVID-19|1|2|3|4|5|Collaborative Multi-Disciplinary Incident Command|Seattle Children’s Hospital|the COVID-19 Pandemic,10.1016/j.jamcollsurg.2020.04.012
2020-04-15,https://doi.org/10.1016/j.intman.2020.100757,True,fcd56d5b2a5e7737d4976964c4be89c7e1d48dc3,,,False,"Shi, Xianwei",Journal of International Management,Unpacking the puzzle of China's innovation S. Dai M. Taube China's Quest for Innovation: Institutions and Ecosystems 2019 Routledge London and New York,Unknown,,custom_license,GPE|PERSON|GPE|ORG|ORG|PERSON|GPE,Elsevier,els-covid,,China|S. Dai M. Taube|China|Quest for Innovation: Institutions|Ecosystems 2019|Routledge London|New York,10.1016/j.intman.2020.100757
2020-04-14,https://doi.org/10.1016/j.acra.2020.03.021,True,27a92d6713749c9909dfc85ade0b5b92d5d08487,,,False,"Joob, Beuy; Wiwanitkit, Viroj",Academic Radiology,Radiology Management and COVID-19 in Resource Limited Setting,,,custom_license,ORG|ORG|ORG,Elsevier,els-covid,,Radiology Management|COVID-19|Resource Limited Setting,10.1016/j.acra.2020.03.021
2020-04-11,https://doi.org/10.1016/j.acra.2020.04.001,True,201d0dd231cc9075d66aae4ffe2f1c796e69ff98,,,False,"Chong, Alice; Kagetsu, Nolan J.; Yen, Andrew; Cooke, Erin A.",Academic Radiology,Radiology Residency Preparedness and Response to the COVID-19 Pandemic,"Abstract This article provides a guideline for radiology residency programs to prepare and respond to the impact of COVID-19, by offering specific examples from three programs, and provides a list of resources for distance learning and maintaining well-being.",,custom_license,ORG|CARDINAL|ORG,Elsevier,els-covid,,COVID-19|three|the COVID-19 Pandemic,10.1016/j.acra.2020.04.001
2020-04-11,https://doi.org/10.1016/j.acra.2020.04.002,True,57d91335ba52c2f6e67e0d7236d18e748db7af57,,,False,"Galougahi, Mahboobeh Karimi; Ghorbani, Jahangir; Bakhshayeshkaram, Mehrdad; Naeini, Ali Safavi; Haseli, Sara",Academic Radiology,Olfactory Bulb Magnetic Resonance Imaging in SARS-CoV-2-Induced Anosmia: The First Report,,,custom_license,NORP|ORG,Elsevier,els-covid,,Anosmia|The First Report,10.1016/j.acra.2020.04.002
2020-04-15,https://doi.org/10.1016/j.acra.2020.04.008,True,bc1a246663562a0f7f475f8f00656f3359ad5a6c,,,False,"Rouhezamin, Mohammad Reza; Paydar, Shahram; Haseli, Sara",Academic Radiology,COVID-19 or Pulmonary Contusion? A Diagnostic Dilemma,,,custom_license,ORG,Elsevier,els-covid,,Pulmonary Contusion,10.1016/j.acra.2020.04.008
2020-04-13,https://doi.org/10.1016/j.acra.2020.04.014,True,7eb2aa16b9256f28db77b01874ca7718e5f27176,,,False,"Gunderman, Richard B.",Academic Radiology,Medical Valor in Plague Time: Dr. Benjamin Rush,,,custom_license,ORG|GPE|PERSON,Elsevier,els-covid,,Medical Valor|Plague|Benjamin Rush,10.1016/j.acra.2020.04.014
2020-04-13,https://doi.org/10.1016/j.semcdb.2020.04.001,True,00154ef181732195c77fc1abd791fa2a996b9099,,,False,"Stalder, Danièle; Gershlick, David C.",Seminars in Cell & Developmental Biology,Direct trafficking pathways from the Golgi apparatus to the plasma membrane,"Abstract In eukaryotic cells, protein sorting is a highly regulated mechanism important for many physiological events. After synthesis in the endoplasmic reticulum and trafficking to the Golgi apparatus, proteins sort to many different cellular destinations including the endolysosomal system and the extracellular space. Secreted proteins need to be delivered directly to the cell surface. Sorting of secreted proteins from the Golgi apparatus has been a topic of interest for over thirty years, yet there is still no clear understanding of the machinery that forms the post-Golgi carriers. Most evidence points to these post-Golgi carriers being tubular pleomorphic structures that bud from the trans-face of the Golgi. In this review, we present the background studies and highlight the key components of this pathway, we then discuss the machinery implicated in the formation of these carriers, their translocation across the cytosol, and their fusion at the plasma membrane.",,custom_license,ORG|ORG|DATE|ORG|ORG,Elsevier,els-covid,,Golgi|Golgi|over thirty years|Golgi|Golgi,10.1016/j.semcdb.2020.04.001
2020-04-15,https://doi.org/10.1016/j.ijid.2020.03.049,True,d4be4770b7255d8dff03bb984e2ab0ff438919ec,,,False,"See, K.C.; Liew, S.M.; Ng, David C.E.; Chew, E.L.; Khoo, E.M.; Sam, C.H.; Sheena, D.; Zahilah Filzah, M.Z.; Chin, S.Y.; Lee, P.Y.; Tan, L.P.; Najwa, Z. Farah; Sabrina, S.; Them, W.W.; Saipriya, T.; Muhammad Zamakhshar, Z.A.; Cheah, W.K.; Periasamy, K.; Goh, P.P.; Ibrahim, H.",International Journal of Infectious Diseases,COVID-19: Four Paediatric Cases in Malaysia,"Abstract Objective This is a brief report of 4 paediatric cases of COVID-19 infection in Malaysia Background COVID-19, a coronavirus, first detected in Wuhan, China has now spread rapidly to over 60 countries and territories around the world, infecting more than 85000 individuals. As the case count amongst children is low, there is need to report COVID-19 in children to better understand the virus and the disease. Cases In Malaysia, until end of February 2020, there were four COVID-19 paediatric cases with ages ranging from 20 months to 11 years. All four cases were likely to have contracted the virus in China. The children had no symptoms or mild flu-like illness. The cases were managed symptomatically. None required antiviral therapy. Discussion There were 2 major issues regarding the care of infected children. Firstly, the quarantine of an infected child with a parent who tested negative was an ethical dilemma. Secondly, oropharyngeal and nasal swabs in children were at risk of false negative results. These issues have implications for infection control. Consequently, there is a need for clearer guidelines for child quarantine and testing methods in the management of COVID-19 in children.",,custom_license,CARDINAL|GPE|ORDINAL|GPE|GPE|CARDINAL|CARDINAL|GPE|DATE|CARDINAL|DATE|CARDINAL|GPE|CARDINAL|ORDINAL|ORDINAL|ORG|CARDINAL|ORG|GPE,Elsevier,els-covid,,4|Malaysia|first|Wuhan|China|60|more than 85000|Malaysia|end of February 2020|four|20 months to 11 years|four|China|2|Firstly|Secondly|COVID-19|Four|Paediatric Cases|Malaysia,10.1016/j.ijid.2020.03.049
2020-04-11,https://doi.org/10.1016/j.ijid.2020.03.070,True,c01c8ecce063ec5b15fd9012ca7bca3a06c0dbe3,,,False,"Wang, Ruirui; Pan, Min; Zhang, Xiumei; Fan, Xiaoyun; Han, Mingfeng; Zhao, Fengde; Miao, Manli; Xu, Jing; Guan, Minglong; Deng, Xia; Chen, Xu; Shen, Leilei",International Journal of Infectious Diseases,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China","Abstract Objective To investigate the epidemiological and clinical features of patients with COVID-19 in Anhui province of China. Method In this descriptive study, we obtained epidemiological, demographic, manifestations, laboratory data and radiological findings of patients confirmed by real-time RT-PCR in the NO.2 People’s Hospital of Fuyang City from Jan 20 to Feb 9, 2020. Clinical outcomes were followed up to Feb 18, 2020. Results Of 125 patients infected SARS-CoV-2, the mean age was 38.76 years (SD, 13.799) and 71(56.8%) were male. Common symptoms include fever [116 (92.8%)], cough [102(81.6%)], and shortness of breath [57(45.6%)]. Lymphocytopenia developed in 48(38.4%) patients. 100(80.0%) patients showed bilateral pneumonia, 26(20.8%) patients showed multiple mottling and ground-glass opacity. All patients were given antiviral therapy. 19(15.2%) patients were transferred to the intensive care unit. By February 18, 47(37.6%) patients were discharged and none of patients died. Among the discharged patients, the median time of length of stay was 14.8 days (SD 4.16). Conclusion In this single-center, retrospective, descriptive study, fever is the most common symptom. Old age, chronic underlying diseases and smoking history may be risk factors to worse condition. Certain laboratory inspection may contribute to the judgment of the severity of illness.",,custom_license,ORG|GPE|GPE|PERSON|ORG|ORG|GPE|DATE|ORG|DATE|CARDINAL|DATE|ORG|CARDINAL|PERCENT|CARDINAL|PERCENT|PERCENT|PERCENT|PERCENT|PERCENT|PERCENT|PERCENT|DATE|PERCENT|DATE|ORG|CARDINAL|PERSON|ORG|GPE|GPE|GPE,Elsevier,els-covid,,"COVID-19|Anhui|China|Method|RT-PCR|the NO.2 People’s Hospital|Fuyang City|Jan 20 to Feb 9, 2020|Clinical|Feb 18, 2020|125|38.76 years|SD|13.799|71(56.8%|116|92.8%|102(81.6%|57(45.6%|48(38.4%|100(80.0%|26(20.8%|19(15.2%|February 18|47(37.6%|14.8 days|SD 4.16|125|Hospitalized Patients|COVID-19|Fuyang|Anhui|China",10.1016/j.ijid.2020.03.070
2020-04-14,https://doi.org/10.1016/j.micinf.2020.04.002,True,e71570b2b33c94a7a357347f0c248f21e2518f82,,,False,"Tilocca, Bruno; Soggiu, Alessio; Sanguinetti, Maurizio; Musella, Vincenzo; Britti, Domenico; Bonizzi, Luigi; Urbani, Andrea; Roncada, Paola",Microbes and Infection,Comparative computational analysis of SARS-CoV-2 nucleocapsid protein epitopes in taxonomically related coronaviruses,"Abstract Several research lines are currently ongoing to address the multitude of facets of the pandemic COVID-19. In line with the One-Health concept, extending the target of the studies to the animals which humans are continuously interacting with may favor a better understanding of the SARS-CoV-2 biology and pathogenetic mechanisms; thus, helping to adopt the most suitable containment measures. The last two decades have already faced severe manifestations of the coronavirus infection in both humans and animals, thus, circulating epitopes from previous outbreaks might confer partial protection from SARS-CoV-2 infections. In the present study, we provide an in-silico survey of the major nucleocapsid protein epitopes and compare them with the homologues of taxonomically-related coronaviruses with tropism for animal species that are closely inter-related with the human beings population all over the world. Protein sequence alignment provides evidence of high sequence homology for some of the investigated proteins. Moreover, structural epitope mapping by homology modelling revealed a potential immunogenic value also for specific sequences scoring a lower identity with SARS-CoV-2 nucleocapsid proteins. These evidence provide a molecular structural rationale for a potential role in conferring protection from SARS-CoV-2 infection and identifying potential candidates for the development of diagnostic tools and prophylactic-oriented strategies.",,custom_license,ORG|CARDINAL|DATE,Elsevier,els-covid,,COVID-19|One|The last two decades,10.1016/j.micinf.2020.04.002
2020-04-11,https://doi.org/10.1016/j.oraloncology.2020.104694,True,512ed42ad685f4e0ad532ba80ff3dbe4243d0a83,,,False,"Shetty, Sameep S.; Rao, Vishal; Kudpaje, Akshay; Mithra, Surya; Merchant, Yash; Shabadi, Nikita",Oral Oncology,AN ONCOLOGIST PERSPECTIVE ON COVID 19: A MYSTERIOUS CRYPTIC VIRUS,,,custom_license,CARDINAL,Elsevier,els-covid,,19,10.1016/j.oraloncology.2020.104694
2020-04-15,https://doi.org/10.1016/j.oraloncology.2020.104714,True,342078688cc70eb14f36355c2ea8aaa8139da864,,,False,"Routray, Samapika; Mishra, Priyadarshini",Oral Oncology,A probable surge in oral lichen planus cases under the aura of coronavirus in females in India,,,custom_license,GPE,Elsevier,els-covid,,India,10.1016/j.oraloncology.2020.104714
2020-04-11,https://doi.org/10.1016/j.oraloncology.2020.104715,True,d7ad6358ff52e108036e05415bfb46cdf7616b33,,,False,"Zeng, Liujun; Su, Tong; Huang, Long",Oral Oncology,Strategic plan for management in Oral and Maxillofacial surgery during COVID-19 epidemic,,,custom_license,ORG|ORG,Elsevier,els-covid,,Oral and Maxillofacial|COVID-19,10.1016/j.oraloncology.2020.104715
2020-04-11,https://doi.org/10.1016/j.jcv.2020.104346,True,bbda64bc03cf420c886826a11264b1e1c5311875,,,False,"Xiao, Ai Tang; Tong, Yi Xin; Gao, Chun; Zhu, Li; Zhang, Yu Jie; Zhang, Sheng",Journal of Clinical Virology,"Dynamic profile of RT-PCR findings from 301 COVID-19 patients in Wuhan, China: a descriptive study","Abstract Background With the spread of Coronavirus Disease 2019 (COVID-19) caused by Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) infection, its effect on society is amplified. We aimed to describe the viral detection results across different timepoints throughout the disease course. Methods A retrospective study of 301 confirmed COVID-19 patients hospitalized at Tongji Hospital in Wuhan, China, were included. Demographic characteristics of the patients were collected. Upper respiratory specimens (throat and/or nasal swabs) were obtained and analyzed by real-time RT-PCR for SARS-CoV-2 infection. Period of viral infection and the contagious stage were analyzed. Results Of 301 hospitalized COVID-19 patients, the median age was 58 years and 51.2% were male. The median period between symptoms presence and positive SARS-CoV-2 RT-PCR results was 16 days (IQR, 10-23, N = 301). The median period between symptoms presence and an effective negative SARS-CoV-2 RT-PCR result was 20 days (IQR, 17-24; N = 216). Infected patient ≥65 years old stayed contagious longer (22 days vs 19 days, p = 0.015). Although two consecutive negative results were confirmed in 70 patients, 30% of them had positive viral test results for the third time. Using specimens from nasal swabs to run the RT-PCR test showed a higher positive rate than using specimens from throat swabs. Conclusions This large-scale investigation with 1113 RT-PCR test results from 301 COVID-19 patients showed that the average contagious period of SARS-CoV-2 infected patients was 20 days. Longer observation period and more than 2 series of negative viral test are necessary for patients ≥65 years.",,custom_license,ORG|ORG|ORG|CARDINAL|PERSON|ORG|GPE|GPE|ORG|CARDINAL|CARDINAL|DATE|PERCENT|ORG|DATE|CARDINAL|CARDINAL|PRODUCT|DATE|CARDINAL|CARDINAL|DATE|DATE|DATE|CARDINAL|CARDINAL|PERCENT|ORDINAL|ORG|CARDINAL|ORG|CARDINAL|DATE|CARDINAL|DATE|ORG|CARDINAL|GPE|GPE,Elsevier,els-covid,,Coronavirus Disease 2019|COVID-19|Severe Acute Respiratory Syndrome|301|COVID-19|Tongji Hospital|Wuhan|China|RT-PCR|301|COVID-19|58 years|51.2%|RT-PCR|16 days|10-23|301|RT-PCR|20 days|17-24|216|years|22 days|19 days|two|70|30%|third|RT|1113|RT|301|20 days|more than 2|years|RT-PCR|301|Wuhan|China,10.1016/j.jcv.2020.104346
2020-04-12,https://doi.org/10.1016/j.jcv.2020.104360,True,228beae6f4f9673ffd6c5d5e9749c05bea1a14ad,,,False,"Xia, Xiao-ying; Wu, Jing; Liu, He-lei; Xia, Hong; Jia, Bei; Huang, Wen-xiang",Journal of Clinical Virology,Epidemiological and initial clinical characteristics of patients with family aggregation of COVID-19,"Abstract Background Since December 2019, a new outbreak of the coronavirus disease 2019 (COVID-19) in Wuhan (Hubei, China) and rapidly spread throughout China, however, confirmed cases are still increasing worldwide. Objectives To investigate the epidemiological history and initial clinical characteristics of 10 patients with family aggregation of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in Western Chongqing, China. Study design Ten patients positive for SARS-CoV-2 nucleic acid detection by real time Reverse Transcription-Polymerase Chain Reaction (RT-PCR), were collected from The People's Hospital of Dazu District, Chongqing. Epidemiological data and laboratory and imaging results were collected on the first day of admission, and analyzed based on the Diagnosis and Treatment Guideline for COVID-19 (5th edition, China). Results Of the 10 cases, case A had a history of a temporary stay in Wuhan and transmitted the virus to the others through family gathering, living together, and sharing vehicles. The average age was 56.5 years (± 11.16), six patients were males, and the incubation period was 2–14 days. Dry cough was the main symptom, followed by fever and fatigue. Most patients were clinically classified as ordinary-type, with three cases being severe-type. Chest computed tomography results were nonspecific, mainly with ground-glass attenuation and/or shadow images. Extensive lesion distribution was seen in severe cases. CD4+ lymphocyte counts were 61, 180, and 348 cells/uL in severe-type patients, respectively. Notably, viral nucleic acid values in nasopharyngeal swabs were lower (19, 25, and 26) than those of ordinary-type patients, suggesting a higher viral load. Neutrophil-lymphocyte ratio (NLR) was also higher in severe-type patients Conclusions Initial examination results of lower CD4+ lymphocyte counts and RT-PCR-CT values coupled with higher NLR may indicate the severity of COVID-19 infection for these family clusters.",,custom_license,DATE|DATE|ORG|GPE|GPE|GPE|GPE|CARDINAL|CARDINAL|LOC|GPE|CARDINAL|ORG|ORG|GPE|DATE|ORG|PERSON|ORDINAL|GPE|CARDINAL|GPE|DATE|MONEY|CARDINAL|DATE|PERSON|CARDINAL|ORG|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|CARDINAL|PERSON|ORG|ORG|CARDINAL|CARDINAL,Elsevier,els-covid,,December 2019|2019|COVID-19|Wuhan|Hubei|China|China|10|2|Western Chongqing|China|Ten|RT-PCR|The People's Hospital of Dazu District|Chongqing|the first day|Treatment Guideline|COVID-19|5th|China|10|Wuhan|56.5 years|11.16|six|2–14 days|Dry|three|Chest|61|180|348|19|25|26|Neutrophil-lymphocyte|Conclusions Initial|RT-PCR-CT|COVID-19|COVID-19,10.1016/j.jcv.2020.104360
2020-04-12,https://doi.org/10.1016/j.jcv.2020.104361,True,95ba3972c9555480c0bf1331ba384d109d676067,,,False,"He, Ruyuan; Lu, Zilong; Zhang, Lin; Fan, Tao; Xiong, Rui; Shen, Xiaokang; Feng, Haojie; Meng, Heng; Lin, Weichen; Jiang, Wenyang; Geng, Qing",Journal of Clinical Virology,The clinical course and its correlated immune status in COVID-19 pneumonia,"Abstract Objectives To explore the clinical course and its dynamic features of immune status in COVID-19 patients and find predictors correlated with severity and prognosis of COVID-19. Methods The electronic medical records of 204 patients with COVID-19 pneumonia confirmed by nucleic acid testing were retrospectively collected and analyzed. Results All Patients were divided into severe (69) and non-severe group (135). Lymphocyte subsets count, including CD3 + T cell, CD4 + T cell, CD8 + T cell, B cell (CD19+) and NK cell (CD16 + 56+), were significantly lower in severe group (P＜0.001). The dynamic levels of T lymphocytes in severe group were significantly lower from disease onset, but in the improved subgroup the value of T lymphocyte began to increase after about 15-day treatment and finally returned to the normal level. The cut-off value of the counts of CD3+ (576), CD4+ (391) and CD8+ (214) T cell were calculated and indicated significantly high sensitivity and specificity for severity of COVID-19. Conclusion Our results shown that the decrease of CD3+, CD4+ and CD8 + T lymphocyte correlated with the course of patients with COVID-19 pneumonia, especially in severe cases. The level of T lymphocyte could be used as an indicator for prediction of severity and prognosis of patients with COVID-19 pneumonia. The application of glucocorticoid should be cautious in severe cases.",,custom_license,CARDINAL|CARDINAL|CARDINAL|ORG|CARDINAL|CARDINAL|GPE|GPE|PERSON|DATE|CARDINAL|CARDINAL|CARDINAL|CARDINAL|ORG|ORG|ORG,Elsevier,els-covid,,COVID-19|COVID-19|204|COVID-19|69|135|Lymphocyte|NK|P＜0.001|15-day|576|391|214|COVID-19|COVID-19|COVID-19|COVID-19,10.1016/j.jcv.2020.104361
2020-04-14,https://doi.org/10.1016/s1470-2045(20)30229-1,False,,,,False,"Mourey, Loïc; Falandry, Claire; de Decker, Laure; Boulahssass, Rabia; Carola, Elisabeth; Bengrine Lefevre, Leila; Cudennec, Tristan; Brain, Etienne; Paillaud, Eléna; Soubeyran, Pierre",The Lancet Oncology,Taking care of older patients with cancer in the context of COVID-19 pandemic,,,custom_license,ORG,Elsevier,els-covid,,COVID-19,10.1016/s1470-2045(20)30229-1
