id,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,pc_P53KO-O1,pc_p53KO-O2,pc_p53KO-O-CAS1,pc_p53KO-O-CAS2,pc_p53KO-O-RAS1,pc_p53KO-O-RAS2,pc_WT-O1,pc_WT-O2,logFC,logCPM,PValue,FDR
chr14_Ap1g2,798,920,2392,1708,1966,1038,663,550,1036.662868,957.8957185,1800.60123,1490.045058,1100.190572,970.2792809,968.3518791,810.7837804,-0.722441098,4.137192977,0.007682011,0.023468896
chr8_Ap1m1,902,1538,2964,2577,3496,2393,1486,1302,1172.601629,1601.217451,2230.746427,2248.42418,1955.286567,2237.082039,2171.245253,1918.327718,-0.691023592,4.900926578,0.010427044,0.030654141
chr9_Ap1m2,6,10,28,30,31,9,8,8,7.953046861,10.39662463,20.86839893,26.26434662,18.07337905,8.299645644,11.73342768,11.81495293,-1.340868334,-1.943206021,0.00637181,0.0199199
chr5_Ap1s1,2093,2210,3879,4030,4600,3025,1699,1432,2719.004472,2301.021067,2919.083777,3516.331557,2573.015528,2827.868828,2482.388677,2109.949414,-0.358388764,5.365940229,0.181574338,0.342473317
chrX_Ap1s2,300,509,1631,1570,1026,338,37,22,390.4102879,529.8673088,1227.317673,1369.91293,575.7780177,315.7154508,53.19412297,33.31051038,-1.495727466,3.126770407,6.52E-08,5.46E-07
chr1_Ap1s3,61,59,1467,1411,156,49,28,30,78.88901148,61.48255606,1103.888946,1231.184774,88.73656527,45.59563734,41.08968842,44.0895332,-4.05726435,2.40167371,4.81E-37,4.09E-35
chr7_Ap2a1,1288,1989,3824,2869,4178,2629,2008,1900,1673.918893,2070.811094,2878.271941,2503.058581,2337.078061,2457.659097,2934.348029,2798.935762,-0.522967717,5.239474982,0.051756743,0.121152556
chr7_Ap2a2,2268,3418,4570,4002,7605,5242,4317,4728,2947.144056,3558.638927,3439.449592,3491.740673,4253.936889,4900.386716,6309.183465,6964.125581,-0.091306891,6.106279803,0.733214951,0.975403866
chr11_Ap2b1,1449,2100,3582,3723,5702,3574,2308,2502,1882.968232,2186.399262,2695.553564,3248.474935,3189.65282,3341.061772,3373.218236,3685.224447,-0.546485104,5.503444701,0.042016065,0.101756071
chr16_Ap2m1,7385,7414,7490,7351,13459,8618,6780,5567,9594.559657,7719.244531,5636.91188,6413.844198,7529.039031,8056.302006,9907.607375,8200.973766,0.522764887,6.92046757,0.050743423,0.119054722
chr7_Ap2s1,3827,3653,5231,5748,8520,5519,3417,2951,4971.690176,3803.447247,3936.53615,5015.33698,4766.005613,5159.301709,4993.132928,4347.387694,-0.028820911,6.151465608,0.914731602,1
chr13_Ap3b1,964,1320,2448,2279,4122,2859,1987,1771,1252.706798,1374.310088,1842.270134,1988.483382,2305.444386,2672.71444,2903.456939,2609.118127,-0.544068,5.025784955,0.043677124,0.105197653
chr7_Ap3b2,0,0,0,4,0,0,0,0,1.39E-17,1.39E-17,0,3.613972685,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-3.874427527,-4.776605752,0.131334152,0.261638763
chr10_Ap3d1,2813,4114,5443,3874,7325,3994,2869,2735,3655.177259,4283.296933,4096.869885,3379.871556,4098.048111,3733.619959,4192.628207,4028.881204,0.086462605,5.918167463,0.746905275,0.986914448
chr14_Ap3m1,2440,3175,2539,2283,7860,5742,2705,2276,3170.304382,3305.681082,1910.820643,1991.940967,4396.40979,5367.824769,3952.536314,3353.185974,0.730582793,5.721128606,0.006661833,0.020712595
chr8_Ap3m2,192,320,775,546,477,153,73,53,250.0353251,333.0959911,583.6190425,476.1960681,268.613734,142.7790089,105.9687626,78.84053043,-0.860749025,2.128689642,0.001997417,0.007108553
chr18_Ap3s1,3016,2156,2117,2185,3571,2931,793,867,3917.356026,2244.903186,1592.971523,1906.565297,1996.692436,2740.103034,1159.235649,1276.816971,0.816074522,5.016672484,0.00247737,0.008625912
chr7_Ap3s2,973,1321,1926,1659,3046,2107,1504,1402,1264.382143,1375.353794,1449.538111,1447.462316,1703.513716,1969.728609,2197.758742,2065.422382,-0.134100312,4.694739238,0.6194967,0.860788436
chr3_Ap4b1,748,907,1600,1241,1556,935,755,898,971.8084483,944.3459843,1204.37008,1082.662989,870.414424,874.0527599,1103.971171,1322.192298,-0.255371736,4.009371154,0.346103294,0.57143435
chr2_Ap4e1,377,487,964,599,1142,497,245,295,489.9161849,507.0396592,726.0916092,522.3317106,639.8257348,464.4590078,358.6630762,433.9606351,-0.324719416,3.001128814,0.237300114,0.426623327
chr5_Ap4m1,106,195,761,538,726,438,265,264,138.4269427,202.9310823,573.075878,469.2191743,406.080274,409.4491957,387.3190157,388.9029746,-1.607471654,2.526761663,2.06E-08,1.85E-07
chr12_Ap4s1,795,781,976,970,1107,774,440,416,1032.419207,813.2191599,734.2957188,846.442362,618.7676927,723.617797,642.8953042,612.9716622,0.223222281,3.536204048,0.411153707,0.652454416
chr10_Apaf1,328,459,2057,1543,714,244,91,103,426.4138326,477.8644608,1548.381365,1346.126971,401.0865688,227.8607939,133.3689259,151.3985186,-1.678012341,3.192201417,1.59E-09,1.63E-08
chr19_Apba1,73,95,93,71,103,38,12,2,94.93927916,98.90445324,70.13373013,61.85468501,58.59772314,35.37402925,16.51077105,3.810367514,0.55266884,-0.165468808,0.076894799,0.168804972
chr7_Apba2,14,14,100,113,24,43,20,31,18.04817192,14.6008806,74.87429478,98.781455,11.8876941,40.48108734,29.95811443,44.93878094,-2.407931693,-0.551336333,2.47E-10,2.81E-09
chr10_Apba3,1980,2380,1418,1136,3283,1913,2172,1867,2572.473541,2477.980783,1067.333735,991.0799793,1836.638587,1788.291799,3173.69034,2750.649278,1.294687238,4.999348703,2.07E-06,1.36E-05
chr7_Apbb1,25,32,73,50,77,38,34,46,32.53375128,33.31686251,55.19864298,43.47468581,43.41780215,35.46061484,50.32973267,67.14490872,-0.584251,-0.480346664,0.116744271,0.239425816
chr2_Apbb1ip,966,1297,3208,3040,1574,521,71,12,1255.263803,1350.369219,2414.233498,2652.471302,882.3654593,486.7846003,100.6547128,20.13292603,-0.959274792,4.144773121,0.000399134,0.00168316
chr5_Apbb2,327,404,302,252,869,572,320,348,424.8617074,420.6357927,227.3262225,219.8309148,485.8115181,534.7553469,467.9680663,512.3525411,0.918391495,2.665015783,0.001070112,0.004075752
chr18_Apbb3,1489,2053,2161,1173,2024,884,663,407,1934.833423,2137.4797,1627.241584,1023.029418,1133.24682,826.2331426,967.3661671,601.0459512,0.619512375,4.301847827,0.021585456,0.057535398
chr18_Apc,1226,1619,1682,1208,3247,2093,964,1455,1593.03624,1685.628317,1266.224571,1053.802175,1816.178313,1956.607263,1410.135162,2141.830948,0.498844191,4.634921676,0.064536016,0.146589275
chr10_Apc2,12,14,44,38,30,20,14,6,15.56808832,14.58588088,33.09292949,33.14470971,16.60116524,18.71387163,19.73803992,9.560100349,-1.132883127,-1.520705077,0.0075656,0.023157212
chr18_Apcdd1,2,4,15,14,4,6,4,0,2.711998536,4.155460814,11.22336202,12.22770325,1.86995279,5.669032238,5.381190394,0.240287665,-1.727155254,-3.080939875,0.011811041,0.034200665
chr1_Apcs,35097,27943,53610,53444,52487,43337,5108,3235,45599.06619,29093.32871,40347.96054,46629.91331,29361.46877,40512.42644,7463.275179,4766.714036,-0.219700833,8.871330601,0.409838232,0.651276585
chr9_Apeh,2910,3170,3384,2842,8014,5810,3923,3384,3780.565799,3300.527999,2546.91143,2479.604104,4482.584581,5431.388791,5732.591042,4985.209044,0.494320873,5.974918669,0.065407454,0.148359314
chr14_Apex1,1164,1582,2186,1973,3708,2396,1801,1773,1512.54333,1647.096722,1645.137395,1721.469982,2074.064875,2239.858812,2631.973637,2611.727278,-0.091464571,4.949974397,0.734577679,0.975403866
chrX_Apex2,372,464,351,276,776,462,311,265,483.3477987,483.1028648,264.3043171,240.7205491,434.091952,431.8788413,454.0541564,390.8650261,0.935673352,2.615945299,0.000814022,0.003197481
chr3_Aph1a,3510,3883,4341,4353,10499,7753,5658,4653,4560.154091,4042.872263,3266.85798,3798.114958,5872.696816,7247.752272,8267.935233,6854.629392,0.284130804,6.398373135,0.288428193,0.493419143
chr9_Aph1b,298,322,519,501,434,250,133,367,386.9100205,335.2969297,390.4013371,437.2110791,242.8647501,233.6828088,196.9844691,537.4940848,-0.196913098,2.412487844,0.479036811,0.734819869
chr9_Aph1c,385,348,956,809,434,226,95,170,499.5680522,362.4149931,719.5226823,705.8229498,243.1611066,211.204117,140.3943349,248.729486,-0.726428097,2.601467244,0.00841587,0.025473141
chr2_Api5,2685,3549,5953,5881,7535,4847,2727,3107,3488.656436,3695.071026,4480.115561,5131.27812,4214.994899,4531.099579,3985.703894,4576.226009,-0.41997087,6.034295307,0.11683267,0.239482697
chr2_Apip,1091,1094,1284,1304,2195,1717,1138,878,1417.03962,1139.097906,966.0652587,1137.877868,1227.072825,1605.207962,1662.256826,1294.177039,0.280681856,4.328299923,0.298980786,0.507913702
chr4_Apitd1,49,50,410,419,121,26,24,8,63.40023601,52.09907913,308.2742724,365.7155878,69.69352792,24.0379194,33.78741967,12.96861773,-2.545333291,0.902766934,4.33E-16,8.79E-15
chr6_Aplf,151,204,244,253,403,259,156,144,196.3621802,212.3798725,183.3286673,220.8867085,225.2036387,242.1441565,227.8066553,212.3645262,0.016850487,1.737369172,0.961335392,1
chrX_Apln,16,36,18,12,31,13,2,4,21.36990528,37.40325044,13.67529956,10.38344793,17.72433158,12.08385802,3.169479159,5.688363564,1.285596224,-1.903148435,0.002866662,0.009797683
chr2_Aplnr,0,2,4,4,53,11,0,2,0.068482259,2.067468923,2.95936486,3.494584495,31.03591636,10.09198493,0.122176426,2.721424077,-1.399984643,-2.689276527,0.196035377,0.364095323
chr7_Aplp1,36,34,100,89,80,33,16,16,46.44889989,35.4476492,75.19911911,77.66369599,45.43870445,30.73855029,23.42875055,23.59551428,-0.903750857,-0.440100729,0.008568367,0.025857724
chr9_Aplp2,5467,8563,7726,7399,28189,19346,14402,16638,7103.55197,8915.406588,5814.574735,6455.700891,15769.14033,18085.07994,21047.46547,24507.58286,0.384650746,7.692518362,0.150191111,0.292752813
chr9_Apoa1,289548,304049,261401,265845,1182593,817097,550270,534111,376197.0874,316564.4018,196736.6811,231949.3962,661570.8685,763838.3234,804158.3028,786755.3455,0.69243654,12.95633546,0.009660648,0.028670213
chr3_Apoa1bp,2936,2877,2975,2878,6315,4600,3334,2764,3814.111289,2995.497788,2238.835584,2511.145965,3532.108774,4300.259317,4871.697938,4072.069052,0.519550406,5.7665158,0.052925171,0.123588048
chr1_Apoa2,449370,300937,133926,140696,893431,677163,587537,450995,583846.0383,313324.4249,100795.7193,122757.1655,499806.3073,633025.3281,858619.0659,664324.7543,2.004764005,12.82452727,4.03E-13,6.25E-12
chr9_Apoa4,4490,4401,7250,5282,20736,9461,5315,3740,5833.15654,4582.229249,5456.8213,4608.369427,11601.07625,8844.196741,7766.14271,5510.266091,0.049250377,6.702620845,0.853828562,1
chr9_Apoa5,49154,45011,20830,20657,112314,82893,63042,78107,63863.04322,46863.84859,15676.91391,18023.3138,62830.49021,77490.09417,92129.63767,115052.2906,1.716164694,9.883976349,3.70E-10,4.13E-09
chr12_Apob,71895,72332,54170,53335,303886,232581,131909,197338,93409.6721,75309.41639,40769.45261,46534.79918,170000.4275,217421.3825,192771.6762,290681.0562,0.950495309,11.07983308,0.000404754,0.001705
chr6_Apobec1,1092,1938,4405,3534,3855,1404,597,487,1419.54215,2017.669808,3315.425055,3083.330576,2158.152342,1312.262119,871.8478971,718.0339113,-0.896255143,4.842440968,0.000904052,0.003510427
chr17_Apobec2,8,12,16,6,9,0,0,3,10.52084061,12.48340648,12.39532803,5.053957003,5.607083456,0,0.180014438,4.063670184,0.381882455,-2.974031742,0.591500299,0.831034901
chr15_Apobec3,765,1054,5307,4791,1623,434,96,50,994.1662244,1097.359272,3994.079714,4180.170142,910.4139071,405.3819008,138.7260882,75.17281082,-1.966299616,4.508386373,1.44E-12,2.12E-11
chr1_Apobec4,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr7_Apobr,877,1234,8610,6852,1150,290,75,38,1139.727997,1284.762076,6480.229578,5978.271516,645.929248,270.7549196,108.0938607,57.43870122,-2.361158101,4.943590528,4.53E-17,9.82E-16
chr7_Apoc1,483010,275159,129568,146422,583620,451574,306163,281874,627552.7212,286485.3806,97515.65325,127753.1593,326490.4158,422140.3281,447422.9205,415205.8329,2.020604871,12.36720764,2.71E-13,4.31E-12
chr7_Apoc2,19364,12596,8552,8604,26065,20418,12913,14175,25157.40453,13114.66139,6436.156221,7507.107905,14580.51554,19087.27108,18871.28937,20879.71917,1.456675768,7.914759601,8.58E-08,7.07E-07
chr9_Apoc3,98117,70083,59247,58311,213458,157537,143690,110592,127478.0413,72967.9345,44590.53174,50876.34924,119412.9104,147268.7655,209986.1023,162904.9272,1.070133433,10.81125987,7.09E-05,0.000352862
chr7_Apoc4,69359,43124,29431,30371,83061,66464,58774,40585,90113.69104,44899.27383,22150.17395,26498.79809,46465.40312,62131.98313,85890.44755,59783.68749,1.472603162,9.716248269,6.13E-08,5.16E-07
chr16_Apod,2,6,28,21,4,4,0,2,2.816098043,6.221017366,21.16257377,18.25476234,2.039526466,3.762689692,0.122176426,2.721424077,-2.074327055,-2.74200346,0.000184235,0.000841409
chr7_Apoe,656837,613186,398404,406217,2065841,1489785,1205992,1091066,853399.856,638426.2161,299848.5954,354423.6985,1155681.206,1392680.246,1762422.758,1607160.445,1.189115695,13.91898355,1.06E-05,6.15E-05
chr10_Apof,26141,23860,17294,18437,92311,72672,45034,39878,33963.22061,24842.22627,13015.50493,16086.43703,51640.12761,67935.335,65811.82729,58741.45029,1.014821904,9.316902428,0.000163171,0.000752504
chr11_Apoh,70990,72537,50297,50829,220260,160684,117924,126251,92233.87874,75522.8502,37854.48911,44348.34383,123218.1508,150210.637,172333.0914,185969.7956,1.029107054,10.72582003,0.000131425,0.000621838
chr15_Apol10a,22,31,4,2,10,6,0,0,28.73534856,32.26209481,3.070148756,1.694560425,5.551338849,5.603559452,1.39E-17,1.39E-17,3.593944725,-2.555686322,2.95E-10,3.33E-09
chr15_Apol10b,160,241,166,108,536,300,8,6,208.2611255,250.873507,125.3354199,94.01116398,300.0143277,280.4108814,11.53113153,9.068277735,1.064314163,1.342045283,0.000286579,0.001249714
chr15_Apol11a,4,2,4,0,7,2,0,0,5.022939093,2.107966135,3.202570421,0,4.109359418,1.830280875,1.39E-17,1.39E-17,1.060366389,-3.982670951,0.363777423,0.593211512
chr15_Apol11b,232,311,44,57,112,42,2,0,301.5943102,323.7852919,32.66172447,49.96445758,63.63038322,39.11353372,2.706416761,0.124484714,2.920657322,0.658507812,5.25E-20,1.39E-18
chr15_Apol6,0,2,6,0,8,0,0,0,0.068482259,2.067468923,4.81074815,0,4.983922027,0,1.39E-17,1.39E-17,-0.99192766,-4.125728297,0.466586114,0.719262847
chr15_Apol7a,4777,5795,2084,1567,11902,8078,8590,7445,6206.516695,6033.547279,1568.697961,1367.069034,6657.831096,7551.527604,12552.90631,10967.12198,2.059631091,6.666671001,1.23E-13,2.01E-12
chr15_Apol7b,324,485,2171,1554,529,241,311,203,421.3510769,504.9153398,1634.266042,1355.682775,296.7129979,225.1698629,453.2260803,300.3093198,-1.689991099,3.327452159,1.21E-09,1.25E-08
chr15_Apol7c,220,265,1123,1059,186,129,294,227,285.7916251,275.9209428,845.0213699,924.0465319,103.6306423,120.6458529,428.9061804,335.1819748,-1.654854962,2.681782348,4.31E-09,4.23E-08
chr15_Apol7e,170,280,1292,906,323,147,144,98,221.4226945,291.4538589,972.7414897,790.2880678,181.4295994,137.3022139,209.4183561,145.4164613,-1.779811425,2.520511056,3.29E-10,3.69E-09
chr15_Apol8,2,4,23,15,11,3,2,1,2.711998536,4.155460814,17.47882182,12.98120788,6.480608719,2.746722328,2.841243153,1.618905154,-2.106591682,-2.862851541,0.00111531,0.004228688
chr15_Apol9a,12299,11993,6433,6404,19218,14939,8235,4764,15979.04564,12486.73496,4841.362157,5587.601922,10750.16044,13965.39088,12032.72644,7019.227716,1.448601248,7.311016743,1.02E-07,8.27E-07
chr15_Apol9b,14267,13635,8258,8285,27346,20826,12106,6853,18535.93936,14196.32912,6214.889331,7228.77834,15297.22357,19468.66368,17689.68628,10096.4269,1.283760385,7.706402531,2.15E-06,1.41E-05
chr6_Apold1,265,279,327,323,135,66,42,38,343.9849103,290.5333533,245.8662813,281.9232948,75.96536519,61.62172571,61.22837908,56.20221088,0.265106251,1.464085113,0.345214279,0.57025903
chr17_Apom,11658,10838,5364,4258,8038,5987,10664,13244,15146.11455,11284.20596,4037.212221,3715.009373,4495.927793,5596.86502,15585.02866,19507.90335,1.769430803,7.251746357,1.18E-10,1.40E-09
chr10_Apon,12929,13065,10517,11151,51626,40497,20297,17399,16797.65782,13602.85075,7914.973381,9729.410612,28879.95753,37857.51382,29661.34457,25629.58322,0.784871437,8.351794958,0.003435779,0.011551712
chrX_Apoo,745,352,362,345,578,481,168,271,965.9589514,366.7266937,272.2648608,301.0877149,322.345379,449.7947605,246.9252136,397.7002306,1.214991301,2.677102141,1.32E-05,7.53E-05
chrX_Apool,1072,1049,1060,1091,2817,1935,1332,1160,1392.300511,1092.252359,797.4558408,952.0474949,1575.427718,1808.936206,1946.171858,1709.178297,0.505818335,4.437404479,0.061834199,0.141400157
chr16_App,2320,3748,7173,7698,8139,4884,2578,3166,3014.849049,3902.201183,5398.17417,6716.686041,4553.109396,4565.654596,3768.198926,4662.870867,-0.808409052,6.135662687,0.002642051,0.009153107
chr11_Appbp2,417,450,665,668,849,511,552,666,541.5119782,468.5670431,500.2148244,582.9558765,474.8965429,477.689973,807.3470948,980.4104726,-0.101034819,3.214760645,0.716434648,0.95985147
chr14_Appl1,523,871,1576,1303,1232,711,516,588,680.1260832,906.7708757,1186.192386,1136.81556,689.2873387,664.6344981,754.5565455,865.7107588,-0.549294825,3.728870562,0.042867541,0.103505899
chr10_Appl2,1266,1705,7654,4997,3320,1398,832,778,1645.048511,1775.162376,5761.084523,4359.610655,1858.389722,1306.713416,1215.718889,1146.245518,-1.565073069,5.197799677,1.10E-08,1.03E-07
chr8_Aprt,3080,2695,3789,4048,4285,2797,1409,1005,4000.952342,2806.037557,2851.299469,3532.063024,2396.820443,2614.726369,2058.023537,1481.501008,0.092593359,5.385497757,0.729558162,0.973181775
chr4_Aptx,716,703,843,821,1303,782,606,582,929.7785458,732.0083908,634.2323965,716.4208446,728.8839847,731.0247793,885.5343969,857.4436583,0.298718237,3.579492182,0.272452433,0.470548717
chr6_Aqp1,1885,2851,3208,3363,3404,2386,2873,1862,2449.535031,2968.298949,2414.057254,2934.383593,1903.74602,2230.549745,4197.157453,2744.183819,0.018727535,5.390999532,0.945396253,1
chr7_Aqp11,800,927,509,493,2584,1977,850,947,1039.272293,965.1823949,382.8696735,430.2340041,1444.753163,1848.250609,1242.596266,1394.593149,1.301452385,4.072204242,2.57E-06,1.66E-05
chr1_Aqp12,2,0,0,0,1,2,0,0,2.442740493,0.011160747,1.39E-17,1.39E-17,0.397499785,1.891337327,1.39E-17,1.39E-17,3.428248309,-4.704469356,0.504205375,0.736850985
chr15_Aqp2,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr4_Aqp3,8,10,124,164,1,6,0,0,10.41898982,10.41495095,92.70083753,143.4160373,0.132893546,5.711071734,1.39E-17,1.39E-17,-3.487445203,-0.803558364,3.02E-18,7.08E-17
chr18_Aqp4,52,22,12,8,68,48,188,185,66.21774134,23.06238931,9.120915974,6.91264569,37.67547572,44.91791543,274.7550833,272.5722335,2.436107959,0.426727322,1.57E-08,1.44E-07
chr15_Aqp5,4,6,0,2,6,4,0,2,5.27973882,6.24249712,0,1.800506637,3.273681645,3.740607019,0.122176426,2.721424077,2.663902261,-3.773840583,0.02993062,0.076314192
chr15_Aqp6,0,0,0,0,0,0,0,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,-5.098830529,1,1
chr4_Aqp7,4,2,0,4,2,0,2,0,5.022939093,2.107966135,0,3.613972685,1.211984239,0,2.706416761,0.124484714,1.046895848,-4.18247079,0.363777423,0.593211512
chr7_Aqp8,1282,1751,459,435,18630,13024,20548,11071,1665.866556,1823.051611,345.2759714,379.6090367,10421.54515,12175.15961,30026.5613,16309.75803,2.266737189,7.133904255,1.33E-15,2.60E-14
chr2_Aqr,550,946,1755,1872,1846,1310,1062,1070,715.2704688,984.8482372,1320.465825,1633.503936,1032.129979,1224.689145,1552.084199,1576.116588,-0.796366627,4.270947143,0.003345395,0.011280195
chrX_Ar,0,4,2,2,49,14,22,48,0.132448758,4.131311293,1.467886858,1.741792583,28.41284871,12.93826088,33.51526948,69.20018203,0.476931957,-1.764659753,1,1
chrX_Araf,2813,3679,3960,2913,6801,4209,3077,2772,3654.938583,3830.425315,2980.665201,2541.43074,3804.500642,3934.666126,4496.405162,4083.57515,0.438808704,5.816253318,0.101668893,0.212698548
chr7_Arap1,4078,5205,4470,3868,9249,4938,3667,3096,5298.446802,5419.246266,3364.20856,3374.814815,5174.449781,4616.079747,5358.402333,4561.051131,0.669359887,6.158023467,0.01263881,0.036281186
chr5_Arap2,673,922,1807,1540,1539,1009,414,804,874.6218231,959.9276568,1359.994725,1343.625256,860.632167,943.2704322,607.0180675,1182.090756,-0.559315323,3.968942018,0.038941605,0.095434355
chr18_Arap3,1063,1673,1762,1216,1964,767,472,374,1381.623112,1741.798311,1326.507195,1060.747206,1100.0374,716.8127517,689.0882528,551.6647548,0.387802868,4.044518112,0.150631888,0.293335782
chr15_Arc,4,14,40,51,126,12,2,8,5.64976032,14.51267655,29.68406222,44.71062349,73.48521374,10.87586184,3.50544416,11.12549677,-1.838795176,-1.177431386,2.37E-05,0.000128469
chr9_Arcn1,2923,4932,5553,5744,13312,9880,7979,8758,3798.390747,5134.923799,4178.98526,5011.789505,7446.341605,9236.116015,11660.79699,12900.38027,-0.040878429,6.833259349,0.878514109,1
chr5_Areg,2,6,12,7,11,3,0,2,2.816098043,6.221017366,9.17173214,6.016473811,6.480608719,2.746722328,0.122176426,2.721424077,-0.719519545,-3.240129475,0.375337859,0.607854721
chr11_Arf1,7889,10112,11348,11661,20104,14272,10600,10557,10249.927,10528.22822,8540.459245,10174.35479,11246.08875,13341.82192,15490.77143,15550.67941,0.150896636,7.513494376,0.571824317,0.810465609
chr11_Arf2,1117,1433,2293,2275,1800,1015,607,547,1451.355133,1491.980779,1725.501661,1985.053055,1007.115369,948.808727,886.7878715,806.0966522,-0.334110089,4.310012537,0.214677864,0.392121077
chr15_Arf3,1839,3098,5439,5374,8519,5138,2496,2617,2389.989536,3225.433103,4093.266042,4688.921672,4765.674358,4803.101182,3647.849103,3854.737296,-0.645006819,5.918647,0.01630302,0.045489241
chr14_Arf4,6636,7507,9708,9643,15324,11934,6524,6174,8621.682118,7816.037885,7306.213334,8413.621315,8571.756718,11156.25894,9533.978217,9094.616682,0.064413513,7.081817975,0.809445383,1
chr6_Arf5,5917,4999,6072,6175,12815,9260,6377,5403,7686.864627,5204.885356,4569.627191,5387.820091,7168.390142,8656.514822,9318.775839,7959.294263,0.37252812,6.747999406,0.163564332,0.314712245
chr12_Arf6,3729,5016,11353,10764,5272,3362,1889,2230,4845.119487,5222.450719,8544.364129,9391.647545,2949.045568,3142.888287,2761.173199,3284.266847,-0.833107839,6.269731121,0.001934534,0.006905116
chr2_Arfgap1,1092,1557,2285,1714,3487,2099,1487,1241,1419.097498,1621.05331,1719.980401,1495.323911,1950.657207,1962.183586,2172.542206,1828.633965,-0.080767223,4.767825635,0.764957539,1
chr2_Arfgap2,4695,6405,5506,4259,10987,7225,6468,6423,6100.232903,6668.620792,4144.132396,3715.858221,6146.057564,6754.111193,9452.303612,9461.232239,0.700005929,6.65432373,0.00909783,0.027232776
chr15_Arfgap3,758,855,1172,1051,1642,1043,820,488,984.6458647,890.2263866,881.9877214,917.0203049,918.3508664,975.0393778,1196.688595,720.4612837,0.059422173,3.848293652,0.82786372,1
chr1_Arfgef1,3025,3437,3867,3462,5757,4359,2387,3531,3930.073469,3578.50602,2910.314451,3020.612299,3219.832098,4074.986586,3489.648842,5199.868076,0.340231567,5.820951525,0.204058985,0.375960626
chr2_Arfgef2,1693,2435,3073,2625,5295,3442,2509,3242,2199.971796,2535.190828,2312.814323,2290.287727,2961.851629,3217.683065,3667.524083,4774.641312,0.040866678,5.52448965,0.879843533,1
chr3_Arfip1,811,1336,1556,1457,2213,1710,761,981,1054.299009,1390.91333,1170.919249,1271.294829,1237.178926,1598.658316,1112.991261,1444.174718,0.00208859,4.305813022,0.996459981,1
chr7_Arfip2,1725,2066,2842,2007,2404,1085,669,538,2241.155113,2151.056877,2139.303672,1750.911811,1345.726435,1014.145519,977.0174959,793.2062107,0.174979935,4.578016705,0.514729716,0.749509179
chr10_Arg1,39101,47441,65402,69814,139677,118041,89325,89048,50802.2354,49393.79117,49222.79833,60912.77213,78137.61207,110347.1984,130538.5971,131169.3485,-0.136453873,10.30916501,0.608570745,0.849150078
chr12_Arg2,62,62,282,295,107,28,15,3,80.23656827,64.60004928,211.9099223,257.5416844,61.46517483,25.95034345,20.75635984,5.418854999,-1.697493444,0.558690449,2.97E-08,2.61E-07
chr8_Arglu1,2620,3030,6596,3908,3054,1434,981,1106,3403.913389,3154.747729,4964.985398,3409.378017,1709.228087,1340.414419,1434.077975,1628.7606,-0.352660786,5.338840541,0.188047826,0.352651298
chr2_Arhgap1,685,1103,1897,1584,1872,976,636,546,890.5442226,1148.329788,1427.767615,1381.99643,1047.644506,912.3148099,929.0082046,804.7811531,-0.462341184,4.040314098,0.087137325,0.186811671
chr8_Arhgap10,78,147,229,255,481,168,89,68,102.0494671,152.9548896,171.9312722,222.6920132,270.6177584,156.829676,129.4345968,100.8596028,-0.625416314,1.362668379,0.03272772,0.082444657
chr2_Arhgap11a,442,464,5353,4292,627,220,50,55,573.9343265,483.1510029,4028.915077,3744.68348,352.3223004,205.4367299,73.33542706,80.81608978,-2.878678436,4.204837721,1.65E-23,5.85E-22
chr18_Arhgap12,1060,1410,1797,1529,2695,1723,999,1345,1377.374561,1468.023289,1352.471363,1334.026293,1507.40246,1610.720027,1460.941967,1980.195485,0.082919604,4.538915653,0.759467656,0.999603654
chr2_Arhgap15,262,460,4674,4623,401,121,24,27,341.0971338,478.8413857,3517.506101,4033.676495,226.2192328,112.8506208,35.31431745,39.59577435,-3.201693763,4.086354932,1.09E-27,5.51E-26
chr7_Arhgap17,1154,1656,3532,2636,2168,875,523,570,1499.66525,1724.126391,2658.514799,2299.761892,1214.058713,817.7863136,764.6455367,839.3464392,-0.620982266,4.508284494,0.021157727,0.056554774
chr10_Arhgap18,695,838,1977,1761,1793,1084,606,683,902.9359367,872.5073962,1487.862241,1536.488099,1002.978749,1013.34374,886.0497267,1005.681684,-0.768441621,4.067888889,0.004644579,0.015112096
chr19_Arhgap19,564,1079,1867,1586,1489,448,109,111,733.6643763,1123.290947,1405.158034,1383.757194,835.0976148,418.5093506,159.4001253,163.4709665,-0.586118888,3.588780733,0.030302984,0.077123448
chr9_Arhgap20,0,2,15,14,0,0,0,0,0.068482259,2.067468923,11.22336202,12.22770325,1.39E-17,1.39E-17,1.39E-17,1.39E-17,-3.220857405,-3.554709478,0.00013798,0.000646046
